Report generated on: 02-24-2022 16:06:20
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"","Fiji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-FJI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-FJI-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-FJI-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-FJI-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-FJI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-FJI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-FJI-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-FJI-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Finland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-FIN-TBPD.A","        Refined petroleum products (Mb/d)","255","227","193","215","215","214","194","218","217","192","216","227","227","216","255.43835616438358","281.24657534246563","255.8087431693989","239.13698630136983","272.8547945205478","264.73150684931517","259.0300546448086","241.96438356164418","266.5095890410964","268.1808219178077","275.6420765027328","260.93150684931527","284.0356164383562","295.0054794520548","304.4016393442622","301.4767123287671","283","302.5260273972607","290.5464480874317","300.22465753424626","291.69041095890424","","",""
"INTL.62-1-FIN-TBPD.A","            Motor gasoline (Mb/d)","44","46","46","55","57","56","51","64","61","56","69","74","82","79","95.3095890410959","103.649315068493","96.9426229508197","87.0931506849315","96.8191780821918","99.2027397260274","90.5464480874317","87.6684931506849","100.660273972603","98.7835616438356","99.7377049180328","94.0657534246575","99.572602739726","101.101369863014","99.483606557377","97.9041095890411","90","94.3232876712329","96.292349726776","95.9397260273973","100.235616438356","","",""
"INTL.63-1-FIN-TBPD.A","            Jet fuel (Mb/d)","5","5","5","7","7.8","7.6","8.6","8.9","10","11","11","12","9","8.8","10.2767123287671","17.2246575342466","15.5628415300546","14.0986301369863","16.9671232876712","21.2904109589041","16.448087431694","10.0164383561644","14.1835616438356","13.2739726027397","15.3497267759563","12.7616438356164","15.413698630137","15.5205479452055","14.6830601092896","13.6246575342466","13","17.1835616438356","13.3005464480874","14.4438356164384","11.6164383561644","","",""
"INTL.64-1-FIN-TBPD.A","            Kerosene (Mb/d)","0","0","0","0","0.3","0.2","0.2","0.2","0.087431693989071","0.0876712328767123","0","0","0","0","0.517808219178082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-FIN-TBPD.A","            Distillate fuel oil (Mb/d)","87","80","71","81","82","83","74","80","76","64","75","83","82","79","93.9342465753425","95.0794520547945","94.9617486338798","89.4602739726027","109.076712328767","101.495890410959","107.674863387978","103.397260273973","105.791780821918","108.975342465753","109.595628415301","105.728767123288","117.786301369863","124.816438356164","139.51912568306","140.8","136","138.838356164384","136.24043715847","140.002739726027","131.315068493151","","",""
"INTL.66-1-FIN-TBPD.A","            Residual fuel oil (Mb/d)","81","63","47","44","37","36","28","31","31","25","29","26","21","19","19.1013698630137","22.4246575342466","21.1120218579235","19.5753424657534","22.9342465753425","21.9972602739726","24.2841530054645","23.0630136986301","24.7917808219178","22.3561643835616","25.7322404371585","23.2739726027397","23.9424657534247","24.772602739726","24.0546448087432","25.8739726027397","22","23.4520547945205","22.6830601092896","24.227397260274","21.5561643835616","","",""
"INTL.67-1-FIN-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","0.5","0","0","0","4.6","5","5.6","6.4","8.7","6","4.2","6.7","8.6","8.9","9.31232876712329","7.15068493150685","10.3989071038251","9.47397260273973","10.9013698630137","6.51506849315069","6.91256830601093","4.92602739726027","7.33972602739726","8.61095890410959","8.46174863387978","9.94520547945205","12.841095890411","11.4438356164384","11.2185792349727","8.68219178082192","7.8","12.2328767123288","8.1120218579235","9.75616438356164","9.15342465753425","","",""
"INTL.68-1-FIN-TBPD.A","            Other petroleum liquids (Mb/d)","37","33","24","28","27","26","26","27","29","29","29","26","24","21","26.986301369863","35.7178082191781","16.8306010928962","19.4356164383562","16.1561643835616","14.2301369863014","13.1639344262295","12.8931506849315","13.7424657534247","16.1808219178082","16.7650273224044","15.1561643835616","14.4794520547945","17.3506849315069","15.4426229508197","14.5917808219178","14","16.4958904109589","13.9180327868852","15.8547945205479","17.813698630137","","",""
"","Former Czechoslovakia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-CSK-TBPD.A","        Refined petroleum products (Mb/d)","375","375","322","324","311","311","316","323","318","338","291","245","240","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","",""
"INTL.62-1-CSK-TBPD.A","            Motor gasoline (Mb/d)","35","35","32","35","34","34","36","39","39","38","33","35","40","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","",""
"INTL.63-1-CSK-TBPD.A","            Jet fuel (Mb/d)","11","10","7","8","4.8","4.9","5","4.9","5","4.9","3.6","3.3","3.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","",""
"INTL.64-1-CSK-TBPD.A","            Kerosene (Mb/d)","0","0","0","0","3.7","4.3","4.2","4.1","3.9","4","3","2.9","3.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","",""
"INTL.65-1-CSK-TBPD.A","            Distillate fuel oil (Mb/d)","84","83","78","75","97","99","102","107","115","114","97","83","79","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","",""
"INTL.66-1-CSK-TBPD.A","            Residual fuel oil (Mb/d)","184","181","151","149","127","125","122","119","105","101","75","60","56","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","",""
"INTL.67-1-CSK-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","1.4","2","1","1","5.2","5.6","6","6.2","5.9","5.9","6.2","5.9","5.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","",""
"INTL.68-1-CSK-TBPD.A","            Other petroleum liquids (Mb/d)","59","64","53","56","39","39","41","43","45","70","74","55","54","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","",""
"","Former Serbia and Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-SCG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","--","--","--","--","--","--","31","31","31","25","48","57","57","32","27.026445901639356","51.887793972602715","53.00478246575338","73.84621150684934","76.37813989071033","78.78755068493147","--","--","--","--","--","--","--","--","--","","",""
"INTL.62-1-SCG-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","--","--","--","--","--","--","2.6","3.5","3.6","3","7.4","11","13","5.5","3.68234972677596","15.4007397260274","15.7746575342466","14.4192054794521","19.1342349726776","19.7475342465753","--","--","--","--","--","--","--","--","--","","",""
"INTL.63-1-SCG-TBPD.A","            Jet fuel (Mb/d)","","","","","","","--","--","--","--","--","--","1","1.3","1.6","0.9","1.2","2.1","2.1","0.2","0.0866666666666667","1.08630136986301","1.10802739726027","1.84671232876712","1.21333333333333","1.23838356164384","--","--","--","--","--","--","--","--","--","","",""
"INTL.64-1-SCG-TBPD.A","            Kerosene (Mb/d)","","","","","","","--","--","--","--","--","--","1.1","0.6","0.6","0.4","0.8","1.1","1.1","0.7","0.570245901639344","0.698876712328767","0.720054794520548","1.73660273972603","0.21120218579235","0.211780821917808","--","--","--","--","--","--","--","--","--","","",""
"INTL.65-1-SCG-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","7.2","6.8","8.1","6.5","8.3","11","12","5.6","5.16197334972678","13.2744715726027","13.6017000767123","25.6438998246575","26.817693568306","27.6682473424658","--","--","--","--","--","--","--","--","--","","",""
"INTL.66-1-SCG-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","10","8.9","7.4","6.7","12","15","11","8.6","8.73171649180328","13.1574799561644","13.4818488986301","17.7058815780822","16.4912181311475","17.0387355616438","--","--","--","--","--","--","--","--","--","","",""
"INTL.67-1-SCG-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","--","--","--","--","--","--","0.8","0.7","0.4","0.5","0.8","1.6","1.5","1.2","0.701955524590164","2.32628730958904","2.39135259178082","2.61009329315069","3.11374568852459","3.22058071232877","--","--","--","--","--","--","--","--","--","","",""
"INTL.68-1-SCG-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","--","--","--","--","--","--","9.5","9.7","8.7","7.2","17","15","15","10","8.09153824043716","5.9436373260274","5.92714117260274","9.8838162630137","9.39671201092896","9.66228843835616","--","--","--","--","--","--","--","--","--","","",""
"","Former U.S.S.R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-SUN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","10300","10207","9337","9384","9230","8745","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.62-1-SUN-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","1850","1870","1916","1566","1741","1679","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.63-1-SUN-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","415","590","593","550","406","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.64-1-SUN-TBPD.A","            Kerosene (Mb/d)","","","","","","","775","360","224","127","127","94","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.65-1-SUN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","2245","2241","2285","2471","2294","2218","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.66-1-SUN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","3517","3340","3145","3317","3194","3122","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.67-1-SUN-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","299","290","276","216","202","290","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.68-1-SUN-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","1614","1690","902","1094","1123","936","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"","Former Yugoslavia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-YUG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","295","296","316","316","316","234","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.62-1-YUG-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","53","54","57","55","58","38","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.63-1-YUG-TBPD.A","            Jet fuel (Mb/d)","","","","","","","6.2","7.4","7","6.1","6.1","2.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.64-1-YUG-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","2.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.65-1-YUG-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","90","88","89","80","79","61","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.66-1-YUG-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","79","78","88","110","122","83","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.67-1-YUG-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","9.4","11","13","11","13","9.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.68-1-YUG-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","57","58","62","54","38","38","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"","France","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-FRA-TBPD.A","        Refined petroleum products (Mb/d)","2321","1972","1726","1594","1619","1642","1580","1520","1613","1611","1633","1712","1672","1724","1681.2986301369858","1731.1369863013697","1778.1912568306007","1889.0219178082195","1954.3452054794516","1754.3890410958898","1796.8797814207655","1840.569863013698","1718.0931506849308","1856.3205479452058","1870.4316939890718","1830.2191780821913","1843.268493150686","1823.0356164383554","1896.8633879781416","1693.9917808219177","1551","1554.1452054794522","1320.554644808743","1270.3506849315063","1275.4219178082192","","",""
"INTL.62-1-FRA-TBPD.A","            Motor gasoline (Mb/d)","431","413","385","369","367","387","374","384","416","359","315","396","407","407","398.515068493151","409.375342465753","387.29781420765","397.961643835616","418.194520547945","391.449315068493","360.491803278689","371.172602739726","350.961643835616","392.493150684931","391.286885245902","379.471232876712","401.942465753425","389.230136986301","386.836065573771","365.805479452055","317","303.46301369863","276.008196721311","250.701369863014","265.356164383562","","",""
"INTL.63-1-FRA-TBPD.A","            Jet fuel (Mb/d)","100","96","89","98","96","92","91","88","97","105","108","102","100","106","113.92602739726","121.978082191781","136.087431693989","142.556164383562","144.454794520548","141.12602739726","131.806010928962","128.649315068493","112.087671232877","111.701369863014","120.885245901639","118.26301369863","121.632876712329","119.534246575342","119.983606557377","107.556164383562","94","101.624657534247","82.1147540983606","91.9041095890411","79.4246575342466","","",""
"INTL.64-1-FRA-TBPD.A","            Kerosene (Mb/d)","3","3","3","4","1.1","1.3","1.1","1.3","1","1.1","1.3","1.8","1.8","1.3","1.07945205479452","0.972602739726027","2.06830601092896","1.67945205479452","1.4027397260274","1.85753424657534","1.87704918032787","2.41917808219178","1.36438356164384","1.62191780821918","1.66120218579235","1.64109589041096","2.61643835616438","1.81643835616438","1.83060109289617","1.23287671232877","2.1","0.0876712328767123","0","0","0","","",""
"INTL.65-1-FRA-TBPD.A","            Distillate fuel oil (Mb/d)","820","639","580","533","596","590","574","530","570","561","570","619","598","644","622.186301369863","630.356164383562","679.467213114754","717.638356164384","735.476712328767","652.904109589041","692.169398907104","709.112328767123","672.994520547945","715.975342465753","708.48087431694","695.808219178082","701.487671232877","711.095890410959","753.830601092896","676.58904109589","616","626.884931506849","533.650273224044","524.120547945205","528.947945205479","","",""
"INTL.66-1-FRA-TBPD.A","            Residual fuel oil (Mb/d)","615","531","404","349","275","259","250","228","220","220","219","220","220","223","187.898630136986","187.98904109589","183.245901639344","191.767123287671","222.569863013699","174.150684931507","178.72131147541","190.871232876712","181.750684931507","194.065753424658","209.218579234973","208.857534246575","210.041095890411","202.2","200.937158469945","167.523287671233","163","159.452054794521","145.090163934426","119","114.509589041096","","",""
"INTL.67-1-FRA-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","5.4","5","3","3","76","84","80","79","84","80","82","86","81","87","80.0986301369863","79.1972602739726","88.8060109289618","95.213698630137","97.0630136986301","79.9890410958904","86.6475409836066","86.7616438356164","73.7041095890411","92.1013698630137","89.0273224043716","88.1616438356164","88.1287671232877","83.172602739726","92.7677595628415","80.0547945205479","67","59.5561643835616","46.5245901639344","46.6849315068493","46.9068493150685","","",""
"INTL.68-1-FRA-TBPD.A","            Other petroleum liquids (Mb/d)","347","285","262","238","207","228","209","210","226","285","338","288","265","257","277.594520547945","301.268493150685","301.218579234973","342.205479452055","335.183561643835","312.912328767123","345.166666666666","351.583561643836","325.230136986301","348.361643835617","349.871584699454","338.016438356165","317.419178082192","315.986301369863","340.677595628415","295.230136986301","292","303.076712328767","237.166666666667","237.939726027397","240.276712328767","","",""
"","French Guiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-GUF-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-GUF-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-GUF-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-GUF-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-GUF-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-GUF-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-GUF-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-GUF-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","French Polynesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-PYF-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-PYF-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-PYF-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-PYF-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-PYF-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-PYF-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-PYF-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-PYF-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Gabon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-GAB-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","10","10","12","15","16","16","17","16","19","19","20","19","17","18","12.75858360655737","12.014307945205479","16.14148383561644","13.329836712328774","14.284144262295086","14.788201643835624","14.616444931506846","16.531925479452052","16.869084153005467","18.25604602739726","19.575535342465756","21.131033424657492","15.903219672131147","17.2522893150685","16.806143561643843","","",""
"INTL.62-1-GAB-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","1.3","1.2","1.3","2.1","2","2","2.1","2","2.2","0.8","0.8","1.7","1.4","1.5","1.3983606557377","1.28534246575342","1.6592602739726","1.49567123287671","1.53819672131148","1.7527397260274","1.6592602739726","1.89295890410959","1.95770491803279","1.84621917808219","1.7293698630137","1.84621917808219","1.77125683060109","1.44893150684932","1.58915068493151","","",""
"INTL.63-1-GAB-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","1.5","1.2","1.5","1.5","1.4","1.2","1.5","1.5","1.6","0.9","1.3","1.3","1.105","0.934219178082192","1.32528767123288","0.999397260273973","0.931666666666667","1.21665753424658","1.15147945205479","1.19493150684931","1.235","1.41219178082192","1.586","1.84671232876712","1.06166666666667","1.3687397260274","1.30356164383562","","",""
"INTL.64-1-GAB-TBPD.A","            Kerosene (Mb/d)","","","","","","","1.5","1.3","1.4","1.2","1.5","1.6","1.6","1.3","1.8","1.9","1.9","1.7","1.8","0.9","0.443524590163934","0.381205479452055","0.550630136986301","0.423561643835617","0.401284153005464","0.50827397260274","0.487095890410959","0.487095890410959","0.528005464480874","0.614164383561644","0.698876712328767","0.804767123287671","0.464644808743169","0.592986301369863","0.571808219178082","","",""
"INTL.65-1-GAB-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","3.8","3.1","3.2","4.7","4.8","4.8","4.5","5.2","4.6","5.6","5.7","4.7","4.4","4.5","3.97704373770492","4.02866660821918","4.76524111780822","4.13111137534247","4.54804749726776","4.39709046027397","4.35618071780822","5.31715181917808","5.26193257923497","4.90871625753425","4.52064123835616","5.39978968767123","4.32415120765027","4.68370130958904","4.56098537534247","","",""
"INTL.66-1-GAB-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","3.2","3.3","3.1","5.3","5.4","5.5","5.6","5","5.6","5.6","6.5","5.4","4.6","5.4","4.82029652459016","4.60465367671233","6.81013295342466","5.36946036164384","5.93146268852459","5.9171210630137","6.11565340273973","6.70560910684932","6.83771416393443","8.36968395616438","9.88265049863014","10.0483659616438","7.22578298360656","8.04675218630137","7.7126512109589","","",""
"INTL.67-1-GAB-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0.2","0.2","0.2","0.4","0.4","0.4","0.4","0.6","0.3","0.3","0.3","0.6","0.3","0.4","0.302420918032787","0.238638860273973","0.339537139726027","0.303971408219178","0.304474557377049","0.33771541369863","0.242141736986301","0.467186021917808","0.434730240437158","0.437726131506849","0.439502367123288","0.409815484931507","0.465124027322404","0.468155742465753","0.435774339726027","","",""
"INTL.68-1-GAB-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0.4","0.9","1.1","0.4","0.4","0.5","1.3","0.8","3.1","3.1","3.3","3.9","2.8","3.8","0.711937180327869","0.541581676712329","0.691394542465753","0.606663430136986","0.629011978142077","0.658603473972603","0.604633457534247","0.466992230136986","0.613996786885246","0.667344339726027","0.718494663013699","0.775363660273973","0.590593147540984","0.643022542465753","0.632212087671233","","",""
"","Gambia, The","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-GMB-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-GMB-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-GMB-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-GMB-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-GMB-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-GMB-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-GMB-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-GMB-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-GEO-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","--","--","--","--","--","--","15","6.5","5.9","1","0.3","0.5","0.8","1.1","0.3785486338797818","0.3531441095890411","0.40836383561643863","0.42734027397260255","0.4450972677595638","0.23529643835616415","0.21404054794520563","0.695631780821917","0.8899672131147539","0.23301698630136988","0","0","0.16329424657534247","0","0","","",""
