Report generated on: 02-24-2022 16:06:20
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.66-1-LTU-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","29","32","26","18","18","27","27","17","15.8675606885246","23.0520143013699","24.1878555287671","27.1478426630137","32.8075167868852","35.3515674410959","37.6174584","26.7734461808219","38.1607157704918","32.6463576986301","34.2721156931507","34.6655543013699","33.6198633863014","36.0141031232877","29.132854060274","","",""
"INTL.67-1-LTU-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","--","--","--","--","--","--","4","5.2","5","5.4","7.5","8.3","7","5.5","7.90784610382514","14.4994635342466","14.647239139726","14.0314038191781","16.9218081639344","17.9062629643836","15.3033394027397","10.6547088","15.0436849562842","11.5004003287671","11.6749786465753","10.5358277808219","9.76087882739726","10.5058021369863","8.97509099726027","","",""
"INTL.68-1-LTU-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","--","--","--","--","--","--","7.5","8","3","2.2","2.8","4.2","4.8","6","6.31275992349727","9.58922032876712","7.81230451506849","11.1077344986301","12.353011431694","13.2686511671233","11.4960270575342","8.52305976986301","12.424580579235","11.3694250958904","10.9922457753425","11.3224069041096","10.4954627287671","11.3245480547945","15.2284050739726","","",""
"","Luxembourg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-LUX-TBPD.A","        Refined petroleum products (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-LUX-TBPD.A","            Motor gasoline (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-LUX-TBPD.A","            Jet fuel (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-LUX-TBPD.A","            Kerosene (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-LUX-TBPD.A","            Distillate fuel oil (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-LUX-TBPD.A","            Residual fuel oil (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-LUX-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-LUX-TBPD.A","            Other petroleum liquids (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Macau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MAC-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-MAC-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-MAC-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-MAC-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-MAC-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-MAC-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-MAC-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-MAC-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Madagascar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MDG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","4.2","5.7","7.1","3.9","5.7","6.5","3.9","4","4.1","4.2","4.3","4.3","4.3","4.3","8.523827895081967","6.300073756493141","3.2406716273972607","7.2837326027397244","5.660510499672127","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-MDG-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0.4","1.1","1.2","0.7","1.1","1.2","0.9","0.9","0.9","1","1","1","1","1","1.55539655737705","1.6230907369863","0.628270723287671","2.61742465753425","1.07078301912568","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-MDG-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0.02172","0.02172","0.02166","0.02172","0.02172","0.02172","0.02166","0.02172","0.02172","0.02172","0.02166","0.02172","0.02172","0.0217260273972603","1.165684","0.92939817260274","0.468208926027397","0.0217260273972603","0.586297833333333","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-MDG-TBPD.A","            Kerosene (Mb/d)","","","","","","","0.7","0.7","0.8","0.4","0.7","0.8","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0","0","0","1.39775342465753","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-MDG-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.5","1.5","1.8","0.9","1.4","1.6","0.9","1","1","1","1","1","1","1","1.92873656379235","1.69780767319342","1.01133466361644","1.16638701917808","1.39790222091366","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-MDG-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","2.5","2.3","2.8","1.6","2.3","2.6","1.3","1.4","1.4","1.4","1.4","1.4","1.4","1.4","3.42703245619672","1.67268231569753","0.914195563068493","1.49743367671233","2.28398395735082","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-MDG-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0.06925","0.05828","0.07292","0.03706","0.07873","0.08875","0.03691","0.03722","0.03727","0.03746","0.03742","0.03758","0.0694","0.069405895890411","0.144810995726776","0.128548813723836","0.0442473740821918","0.200489956164384","0.0887565300021858","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-MDG-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0.1","0.1","0.4","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.302167321989071","0.248546044289315","0.174414377315068","0.38251784109589","0.232786938946448","0","0","0","0","0","0","0","0","0","0","","",""
"","Malawi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MWI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-MWI-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-MWI-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-MWI-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-MWI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-MWI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-MWI-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-MWI-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Malaysia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MYS-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","156","158","160","173","204","191","219","236","260","282","343","370","392","384","457.1349267759564","498.3707923287673","468.7427879452054","494.1211813698625","496.9958228633875","467.7821014794517","513.0577293150677","509.72520072767077","564.3589098688527","536.81800993315","468.5260462465747","487.1605895890409","561.5898273224041","540.6066283835612","523.0608482191774","","",""
"INTL.62-1-MYS-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","27","25","27","30","31","29","38","40","44","52","54","53","57","68","86.3487704918033","102.827397260274","99.2050684931507","101.962712328767","104.783825136612","94.4142465753425","102.476849315068","117.52704109589","112.381584699454","98.4338630136986","86.2114246575342","80.1118904109589","102.429918032787","104.673616438356","109.394328767123","","",""
"INTL.63-1-MYS-TBPD.A","            Jet fuel (Mb/d)","","","","","","","6.6","6","6.2","7.5","7.9","7.4","8.6","9","12","21","21","36","42","45","55.8566666666667","62.1581643835616","54.0760821917808","49.8395068493151","56.5123","53.7501917808219","61.8322739726027","66.0471232876712","65.91","64.9608219178082","60.8763287671233","72.7821917808219","82.2033333333333","57.9215890410959","61.3977534246575","","",""
"INTL.64-1-MYS-TBPD.A","            Kerosene (Mb/d)","","","","","","","14","14","14","12","11","10","11","13","15","12","12","6.9","5.8","4.3","4.89989071038251","5.82397260273973","8.49241095890411","20.1615342465753","12.1018852459016","10.6949315068493","11.012602739726","4.80742465753425","5.00549180327869","11.6055890410959","9.91134246575343","8.59830136986301","13.3690983606557","7.93754520547945","2.05427397260274","","",""
"INTL.65-1-MYS-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","48","47","49","62","70","65","81","86","105","119","126","134","119","135","161.925069032787","170.367785742466","169.135786679452","182.58910549589","188.829907267322","184.566560836164","176.31817179726","180.068173666104","188.13721908418","189.689426013501","168.604347738082","179.808150482192","201.446467989071","222.718538155616","193.038670816438","","",""
"INTL.66-1-MYS-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","38","39","42","32","63","58","54","58","43","46","55","57","64","53","52.2401299344262","48.0736398246575","48.8288797479452","38.6957024547945","39.5874616104918","38.6168508032877","42.0562153315069","43.0722192231452","43.7384267690164","27.8700073020493","11.9680466038356","16.6932194958904","36.6247561311475","30.5456004624658","49.7190136109589","","",""
"INTL.67-1-MYS-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","3.9","8.9","2.5","3.2","5.6","5.2","7.8","12","8","11","12","13","14","19","25.0197455245902","26.2226645808219","26.8183971671233","27.869546690411","26.7848798330055","24.6242272230137","33.3295587452055","36.5349356627288","35.9083477969126","22.1111327794411","21.0022149884932","20.0738752931507","21.1986092568306","37.3074657194521","32.8980929753425","","",""
"INTL.68-1-MYS-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","18","19","20","26","16","15","18","18","33","21","63","70","90","61","70.8446544153005","82.8971679342466","62.1861627068493","73.0030733041096","68.3955637700546","61.1150927539726","86.0320574136986","61.6682831345973","113.277839716011","122.147169865556","109.952341025753","109.092960756164","104.317644218579","79.5022733610959","74.5587146520548","","",""
"","Maldives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MDV-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-MDV-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-MDV-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-MDV-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-MDV-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-MDV-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-MDV-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-MDV-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Mali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MLI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-MLI-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-MLI-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-MLI-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-MLI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-MLI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-MLI-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-MLI-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Malta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MLT-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-MLT-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-MLT-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-MLT-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-MLT-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-MLT-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-MLT-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-MLT-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Martinique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MTQ-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","9.6","9.6","9.7","12","13","12","13","15","15","16","16","16","16","16","17.586381615300535","17.346077198904105","18.070056302465737","17.86475206794521","17.461740343169392","17.063569034520544","16.834786244383565","17.177184561095885","17.314751744262292","17.305735086027397","17.422324813150684","17.918428946849314","18.13829083278689","18.356094369315066","19.109650389041093","","",""
"INTL.62-1-MTQ-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","2.7","2.7","2.7","2.7","2.8","2.8","2.7","3","3.3","3.5","3.5","3.6","3.6","3.6","4.218411284153","4.20138723287671","4.15918126027397","4.09203964383562","3.92284445355191","3.74539446575342","3.51627632876712","3.39508021917808","3.40237461748634","3.30583071232877","3.2442978630137","3.42562463013699","3.47129049180328","3.48080087671233","3.65481287671233","","",""
"INTL.63-1-MTQ-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","1.4","0.9","1","0","0","0","0","0","0","3.6075","3.39360547945205","3.45443835616438","3.32842739726027","3.20233333333333","3.04164383561644","2.82438356164384","2.65057534246575","2.70833333333333","2.60712328767123","2.52021917808219","2.52021917808219","2.47","2.43331506849315","2.38986301369863","","",""
"INTL.64-1-MTQ-TBPD.A","            Kerosene (Mb/d)","","","","","","","2.7","2.6","2.7","2.6","2.7","0.5","1.6","1.7","2.7","2.8","2.8","2.8","2.8","2.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-MTQ-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.8","0.8","0.9","2.8","2.9","3","3.1","3.2","3.2","3.2","3.2","3.3","3.3","3.3","3.30534920957923","3.33478783887123","3.6006256957589","3.62102457033973","3.06138731660656","3.20394846928219","3.42414819861918","3.47688368828493","3.65179970530601","3.70267049173151","3.68225455666849","3.5392814681589","3.61119305088525","3.6619957715726","3.78477082317808","","",""
"INTL.66-1-MTQ-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","2.7","2.8","2.8","3","3.4","3.2","3.4","5.4","5.2","5.2","5.2","5.2","5.2","5.2","5.2819002912459","5.32920284495343","5.70332331734794","5.70071753283288","6.15376092881967","5.92775415070685","5.99783667050959","6.6043194816","6.47943628790164","6.6241976597589","6.91762265792877","7.31622073410411","7.45431512891803","7.64109078680548","8.08857295989041","","",""
"INTL.67-1-MTQ-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.7","0.7","0.7","0.7","0.7","0.7","0.747089275797814","0.666785009084931","0.714636308668493","0.689666238953424","0.698302910234973","0.731364709632877","0.664221664306849","0.634109434432877","0.653258046431694","0.64658166129863","0.635774225446575","0.682905619578082","0.691987421770492","0.694109579090411","0.72858918690411","","",""
"INTL.68-1-MTQ-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.42613155452459","0.420308793665754","0.437851364252055","0.432876684723288","0.423111400622951","0.413463403528767","0.407919820536986","0.416216395134247","0.419549753803279","0.419331273238356","0.422156332010959","0.434177316789041","0.439504739409836","0.444782286641096","0.463041528657534","","",""
"","Mauritania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MRT-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","19","11","4.3","6.8","6.9","19","20","20","20","20","21","21","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-MRT-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0.9","0.8","0.7","0.7","5.2","5.3","5.4","5.4","5.4","5.5","5.5","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-MRT-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0.4","0.4","1.4","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-MRT-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","5.8","0","0","0.5","0.5","1.2","1.3","1.3","1.3","1.4","1.4","1.4","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-MRT-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","4.1","3.9","2.9","3.3","3.3","3.1","3","3.1","3","3","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-MRT-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","6.8","0.6","0.05414","0.6","0.7","6.1","6.7","6.4","6.7","6.8","6.8","6.9","6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-MRT-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0.0261","0.2","0.03873","0.1","0.1","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-MRT-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","2.7","5.4","0.1","0.2","0.2","2.5","2.5","2.5","2.5","2.5","2.6","2.6","2.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Mauritius","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MUS-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.62-1-MUS-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.63-1-MUS-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.64-1-MUS-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.65-1-MUS-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.66-1-MUS-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.67-1-MUS-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.68-1-MUS-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"","Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-1-MEX-TBPD.A","        Refined petroleum products (Mb/d)","1254","1292","1302","1329","1164","1250","1269","1298","1287","1332","1350","1374","1372","1397","1471.4520547945203","1401.1506849315058","1396.633879781421","1367.9890410958906","1377.205479452055","1322.2438356164375","1293.1557377049182","1331.8438356164393","1358.2876712328764","1409.6273972602742","1446.4316939890714","1419.0136986301366","1423.5726027397263","1410.5753424657528","1385.1420765027317","1457.8246575342466","1363","1355.3150684931506","1362.035519125683","1437.8164383561646","1383.4657534246567","","",""
"INTL.62-1-MEX-TBPD.A","            Motor gasoline (Mb/d)","329","358","344","352","303","394","404","410","415","427","416","414","403","404","415.717808219178","408.402739726027","402.437158469945","375.038356164384","361.945205479452","354.87397260274","352.846994535519","355.597260273973","366.265753424658","415.046575342466","442.169398907104","436.13698630137","435.046575342466","436.739726027397","429.986338797814","454.47397260274","408","387.194520547945","404.491803278689","422.780821917808","407.221917808219","","",""
"INTL.63-1-MEX-TBPD.A","            Jet fuel (Mb/d)","24","29","31","27","34","33","34","41","44","40","48","53","55","71","73.1890410958904","69.0630136986301","60.7814207650273","55.1808219178082","56.2383561643836","56.9123287671233","54.4945355191257","55.8465753424658","55.3561643835616","58.6630136986301","61.1639344262295","62.3041095890411","63.7780821917808","65.3260273972603","63.0382513661202","56.1972602739726","51","55.4630136986301","55.7622950819672","59.8684931506849","52.5890410958904","","",""
