Report generated on: 02-25-2022 09:56:48
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.2-3-GTM-BKWH.A","        Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.065","0.021","0.018","0.023","0.245","0.123","0.095","0.055","0.031","0.041","0.023","0.008","0.00811","0.005","0.037","0.362","0.511","0.372","0.313","0.708","0.585","0.747","0.891","0.82573","1.141","NA"
"INTL.2-3-GIN-BKWH.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-GNB-BKWH.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-GUY-BKWH.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.012","0.015","0.02","0.015","0.014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-HTI-BKWH.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-HITZ-BKWH.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-3-HND-BKWH.A","        Honduras","0.007","0.008","0.008","0.008","0.002","0.002","0.01","0.009","0.005","0.005","0.005","0.005","0.002","0.016","0.017","0.005","0.005","0.12","0.06","0.15","0.315","0.31","0.4","0.331","0.408","0.058","0.019","0.0118","0","0.0001","0.022","0.171","0.154","0.268","0.827","0.679","0.607","0.329","0.368","0.787","NA"
"INTL.2-3-HKG-BKWH.A","        Hong Kong","0","0","0","0","0","0","0","0","0","0","0","0","0","0.345","3.753","5.875","7.6","7.876","7.02","9","10.204","10.4","10.182","10.397","9.837","11.001","10.897","10.959","10.801","10.963","10.511","10.735","11.156","9.969","10.288","11.742","11.621","12.576","12.599","12.382","12.7"
"INTL.2-3-HUN-BKWH.A","        Hungary","10.182","10.625","10.421","10.817","11.589","12.732","11.862","12.61","13.614","12.959","13.309","8.409","4.85","3.25","3","3.21","3.47","4.41","4.042","3.403","9.523","10.403","12.605","14.077","10.524","15.637","15.393","14.68","12.774","10.972","9.897","14.664","16.97","16.635","19.079","19.935","17.951","19.803","18.613","19.853","19.176"
"INTL.2-3-ISL-BKWH.A","        Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-IND-BKWH.A","        India","0.005","0.005","0.006","0.004","0.006","0.016","0.17","0.885","1.095","0.928","1","1.4","1.425","1.44","1.55","1.675","1.65","1.575","1.49","1.35","1.54","1.5","1.52","1.748","1.735","1.763","2.957","5.23","5.899","5.359","5.61","5.253","4.795","5.598","5.008","5.244","5.617","5.611","4.657","5.794","NA"
"INTL.2-3-IDN-BKWH.A","        Indonesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00126","0.00222","0.00254","0.00299","0.00303","0.00899","0.01275","0.6927","1.11947","1.49589","1.68312","1.553"
"INTL.2-3-IRN-BKWH.A","        Iran","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.066","0.138","0.745","0.977","1.489","2.17","2.084","2.54","1.842","1.684","2.068","3.015","3.656","3.897","3.707","3.772","4.148","4.221","3.852","2.588","2.738","NA"
"INTL.2-3-IRQ-BKWH.A","        Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.318","1.241","2.688","2.196","2.973","5.585","5.442","7.233","10.17","12.202","12.251","13.104","11.965","11.787","21.793","14.18","NA"
"INTL.2-3-IRL-BKWH.A","        Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.05","0.064","0.152","0.29","0.169","0.038","0.565","1.176","1.574","2.045","1.787","1.412","0.753","0.939","0.76","0.732","0.784","2.625","2.853","1.752","0.871","1.116","1.622","2.18","1.761"
"INTL.2-3-ISR-BKWH.A","        Israel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.002","0.004","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-ITA-BKWH.A","        Italy","8.072","11.602","10.169","13.968","21.973","25.105","23.928","24.818","31.974","34.454","35.277","35.46","35.9","40.109","38.7","38.7","38.145","39.84","41.633","42.538","44.831","48.926","51.519","51.486","46.426","50.264","46.596","48.931","43.433","47.07","45.987","47.519","45.407","44.338","46.747","50.849","43.181","42.895","47.170204","43.975","39.787"
"INTL.2-3-JAM-BKWH.A","        Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-JPN-BKWH.A","        Japan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-JOR-BKWH.A","        Jordan","0","0","0","0","0","0","0","0","0","0","0","0.16","0.16","0.14","0.145","0.604","0.296","0.45","0.407","0.65","0.425","0.3","0.322","0.972","0.788","0.741","0.472","0.208","0.547","0.383","0.67","1.738","0.784","0.381","0.435","0.604","0.334","0.051","0.188","0.239","NA"
"INTL.2-3-KAZ-BKWH.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","28.62","27","11.6","8","6.854","3.5","4","3.07","3.1","3.435","2.389","3.506","5.234","3.518","3.955","3.383","2.769","1.71","2.914","2.6","4.252","2.147","1.749","1.618","1.318","1.327","1.561","1.935","NA"
"INTL.2-3-KEN-BKWH.A","        Kenya","0.315","0.194","0.212","0.179","0.215","0.215","0.235","0.176","0.11","0.112","0.11","0.11","0.112","0.273","0.264","0.17","0.15","0.144","0.146","0.1","0.21","0.2","0.238","0.171","0.099","0.015","0.014","0.026","0.03","0.038","0.031","0.037","0.042","0.087","0.079","0.067","0.184","0.171","0.17","0.277","NA"
"INTL.2-3-KIR-BKWH.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-XKS-BKWH.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.708","0.768","0.819","3.135","2.773","2.551","0.966","0.684","0.557","1.242","0.825","0.928","2.572"
"INTL.2-3-KWT-BKWH.A","        Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-KGZ-BKWH.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","5.3","5.618","5.75","6.987","7.116","0.8","0.4","1.25","0.35","0.322","0.385","0.108","0.054","0","0.009","0.004","0.102","0.052","0.116","0.174","0.177","0.23","0.286","0.729","0.331","0","0","0.269","NA"
"INTL.2-3-LAO-BKWH.A","        Laos","0.008","0.009","0.013","0.025","0.022","0.02","0.017","0.018","0.02","0.013","0.013","0.026","0.041","0.025","0.025","0.043","0.05","0.045","0.13","0.16","0.1","0.182","0.201","0.229","0.278","0.3","0.63","0.79","0.85","1.18","1.21","0.904","1.329","1.272","1.559","2.05","0.862","0.5","0.302","1.345","NA"
"INTL.2-3-LVA-BKWH.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","4.05","2.672","2.7","2.65","3.438","1.824","1.9","2.45","2.2","2.3","2.7","2.671","2.733","2.855","2.81","4.964","4.643","4.259","3.973","4.009","4.935","5.005","5.34","5.246","4.828","4.073","5.174","4.611","4.173"
"INTL.2-3-LBN-BKWH.A","        Lebanon","0.232","0.227","0.33","0.291","0.199","0.328","0.373","0.312","0.355","0.38","0.39","0.12","0.11","0.09","0.1","0.31","0.685","0.608","1.054","1.25","1.4","1.1","0.9","0.532","0.216","0.455","0.929","0.972","0.561","1.155","1.245","0.84","0.323","0.522","0.136","0.268","0.069","0.534","0.011","0.9","NA"
"INTL.2-3-LSO-BKWH.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0.192","0.206","0.241","0.281","0.31","0.324","0.335","0.318","0.209","0.055","0.012","0.04","0.016","0.038","0.025","0.013","0.04","0.05","0.05","0.124","0.201","0.26","0.31","0.285","0.271","0.261","0.373","0.387","0.4","0.5417","NA"
"INTL.2-3-LBR-BKWH.A","        Liberia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-LBY-BKWH.A","        Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.152","0.126","0.077","0.069","0.095","0.07","0.056","0.061","0.064","0.088","0","0.376","0.302","0.465","0.465","NA"
"INTL.2-3-LTU-BKWH.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","5.338","5.736","7.2","5.27","3.5","4.525","0.45","0.62","0.2","0.2","4.53","4.144","4.293","5.641","5.812","5.846","5.649","4.783","8.174","8.086","8.06","8.073","8.521","7.938","11.106","11.926","12.848","13.267954","12.013"
"INTL.2-3-LUX-BKWH.A","        Luxembourg","3.034","3.392","3.551","3.665","3.811","3.945","3.915","4.003","4.496","4.567","4.678","4.855","4.492","4.445","5.04","5.746","5.71","6.032","6.338","6.212","6.457","6.39","6.377","6.481","6.506","6.392","6.824","6.847","6.83","6.022","7.28","7.096","6.732","6.852","6.961","7.519","7.718","7.567","7.553","6.817875","6.543"
"INTL.2-3-MAC-BKWH.A","        Macau","0","0","0","0","0.025","0.047","0.042","0.04","0.039","0.053","0.091","0.1","0.114","0.1","0.14","0.35","0.175","0.17","0.165","0.175","0.1","0.193","0.19","0.18","0.151","0.341","0.965","1.683","2.311","2.2267","2.7865","3.1648","3.8553","4.0586","4.0988","4.0545","4.3058","3.9515","4.911","4.9761","4.8526"
"INTL.2-3-MDG-BKWH.A","        Madagascar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-MWI-BKWH.A","        Malawi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-MYS-BKWH.A","        Malaysia","0.081","0.081","0.07","0.061","0.079","0.056","0.003","0","0.003","0.011","0.104","0.128","0.159","0.128","0.101","0.151","0.128","0.081","0.001","0.001","0.001","0.002","0.004","0","0.098","0.002","0.004","0.003","0.105","0.014","0","0.372","0.105","0.216","0.023","0.013","0.033","0.007","0.02","0.019","NA"
"INTL.2-3-MDV-BKWH.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-MLI-BKWH.A","        Mali","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.017","0.416","0.291","0.317","0.113","0.117","0.198","0.2","NA"
"INTL.2-3-MLT-BKWH.A","        Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.054","1.525","0.897","0.631","0.657","0.42"
"INTL.2-3-MTQ-BKWH.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-MRT-BKWH.A","        Mauritania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-MUS-BKWH.A","        Mauritius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-MEX-BKWH.A","        Mexico","0.618","0.338","0.009","0.005","0.005","0.135","0.102","0.117","0.167","0.611","0.576","0.617","0.991","0.909","1.14","1.164","1.387","1.805","1.51","0.655","1.069","0.327","0.546","0.087","0.072","0.116","0.523","0.277","0.351","0.346","0.397","0.596","2.177","1.21","2.124","1.65","2.232","2.151","3.673","3.907","9.965"
"INTL.2-3-FSM-BKWH.A","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA"
"INTL.2-3-MDA-BKWH.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","4.55","3","0.62","2","1.61","1.98","2","1.445","1.8","1.5","2.602","3.583","3.361","3.361","3.741","2.931","2.958","1.464","1.464","0.666","0.846","1.456","0.731","0.018","0.004","1.134","0.956","0.644","0.629"
"INTL.2-3-MNG-BKWH.A","        Mongolia","0.295","0.462","0.774","0.694","0.417","0.153","0.087","0.07","0.075","0.158","0.16","0.084","0.116","0.05","0.1","0.381","0.395","0.335","0.363","0.203","0.181","0.196","0.165","0.171","0.171","0.176","0.242","0.208","0.198","0.157","0.263","0.276","0.366","1.196","1.349","1.427","1.446","1.574","1.666","1.723","NA"
"INTL.2-3-MNE-BKWH.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1.728","2.167","1.571","1.151","0.732","1.993","1.44","0.388","0.903","1.04","1.21","1.537","0.78","1.196","NA"
"INTL.2-3-MSR-BKWH.A","        Montserrat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-MAR-BKWH.A","        Morocco","0","0","0","0","0","0","0","0","0.018","0","0.103","0.604","0.932","1.3","1.15","0.243","0.25","0.124","0.705","1.8","2","1.45","1.35","1.417","1.512","0.802","1.998","3.455","4.261","4.623","4.583","5.131","5.66","5.551","6.138","5.138","5.289","6.058","3.724","0.526","0.856"
"INTL.2-3-MOZ-BKWH.A","        Mozambique","0.056","0.236","0.295","0.294","0.282","0.229","0.305","0.33","0.325","0.325","0.325","0.383","0.325","0.78","0.705","0.6","0.65","0.686","0.585","0.15","1.3","3.899","5.225","7.363","9.267","9.588","9.839","8.278","7.776","7.869","8.533","8.57","8.304","8.339","7.656","10.547","9.928","9.935","9.899","8.276","NA"
"INTL.2-3-NAM-BKWH.A","        Namibia","--","--","--","--","--","--","--","--","--","--","0.586","0.851","0.758","1","0.813","0.95","1.1","1.295","0.602","0.789","0.64","0.865","1.3","1.38","1.566","1.703","1.948","2.045","2.147","2.202","2.462","2.48","2.519","2.907","2.886","2.678","3.085","2.939","3.449","3.417","NA"
"INTL.2-3-NRU-BKWH.A","        Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-NPL-BKWH.A","        Nepal","0.039","0.045","0.057","0.063","0.066","0.082","0.053","0.032","0.065","0.117","0.058","0.035","0.146","0.085","0.095","0.084","0.071","0.065","0.2","0.25","0.227","0.12","0.245","0.15","0.241","0.266","0.329","0.425","0.356","0.639","0.694","0.746","0.79","1.319","1.37","1.778","2.175","2.582","2.813","1.729","NA"
"INTL.2-3-NLD-BKWH.A","        Netherlands","0.511","0.333","3.105","4.87","3.658","5.253","2.189","3.644","5.847","5.274","8.679","9.78","8.905","10.572","10.9","12","11.285","13.125","12.235","22.405","22.946","21.492","20.87","20.801","21.405","23.691","27.346","23.139","24.967","15.452","15.583","20.62","32.156","33.252","32.855","30.761","24.258","22.458","26.755","20.403","19.773"
"INTL.2-3-NLDA-BKWH.A","        Netherlands Antilles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-NCL-BKWH.A","        New Caledonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-NZL-BKWH.A","        New Zealand","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-NIC-BKWH.A","        Nicaragua","0.009","0.012","0.117","0.338","0.268","0.197","0.2","0.2","0.2","0.21","0.21","0.058","0.035","0","0","0","0.02","0.162","0.043","0.08","0.114","0.017","0.016","0.012","0.023","0.025","0.05332","0.06395","0.028","0.002","0.01","0.01","0.02","0.05197","0.022","0.034","0.205","0.327","0.201","0.434","NA"
"INTL.2-3-NER-BKWH.A","        Niger","0.088","0.12","0.134","0.141","0.129","0.129","0.157","0.178","0.182","0.185","0.187","0.188","0.19","0.193","0.197","0.19","0.2","0.196","0.215","0.15","0.204","0.22","0.211","0.235","0.295","0.339","0.4","0.45","0.462","0.535","0.551","0.607","0.637","0.602","0.727","0.782","0.779","0.845","0.992","1.057","NA"
"INTL.2-3-NGA-BKWH.A","        Nigeria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-NIU-BKWH.A","        Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-PRK-BKWH.A","        North Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-MKD-BKWH.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","0.45","0.62","0.23","0","0","0","0","0","0.12","0.352","0.791","0.953","1.176","1.599","1.795","2.491","2.733","1.438","1.42","2.749","2.741","2.491","3.073","2.656","2.191","2.294","2.297","2.411","2.965"
"INTL.2-3-MNP-BKWH.A","        Northern Mariana Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.2-3-NOR-BKWH.A","        Norway","2.039","1.925","0.642","0.431","0.86","4.083","4.212","2.983","1.727","0.314","0.283","3.275","1.359","0.594","4.84","2.301","13.21","8.693","8.046","6.856","1.474","10.745","5.335","13.422","15.309","3.653","9.801","5.285","3.412","5.651","14.673","11.254","4.191","10.135","6.347","7.371","5.74","6.111","8.34","12.353","4.496"
"INTL.2-3-OMN-BKWH.A","        Oman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-PAK-BKWH.A","        Pakistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.073","0.109","0.146","0.171","0.199","0.227","0.249","0.269","0.274","0.375","0.419","0.443","0.463","0.496","0.556","0.487","0.487","NA"
"INTL.2-3-PSE-BKWH.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1.031","1.683","1.523","2.263","2.083","2.307","2.315","2.598","2.862","3.096","3.188","3.864","3.983","4.159","4.622","4.909","4.734","4.935","5.413","5.473","5.577","5.916","5.9","NA"
"INTL.2-3-PAN-BKWH.A","        Panama","0","0","0","0","0","0.03","0.103","0.232","0.232","0.172","0.204","0.203","0.211","0.192","0.033","0.15","0.075","0.065","0.057","0.045","0.2","0.045","0.035","0.002","0.078","0.055","0.034393","0.00874","0.105","0.06423","0.071","0.072","0.019","0.075","0.193","0.017","0.03","0.007","0.013","0.077","NA"
"INTL.2-3-PNG-BKWH.A","        Papua New Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-PRY-BKWH.A","        Paraguay","0.153","0.23","0.349","0.226","0.224","0.002","0.002","0.002","0.002","0.003","0.003","0","0.002","0.003","0.001","0","0","0","0","0","0","0","0","0","0","0.002","0.00063","0","0.00008","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-PER-BKWH.A","        Peru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0.006","0.005","0","0","0","0.022","0.017","0.021","0.06","NA"
"INTL.2-3-PHL-BKWH.A","        Philippines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-POL-BKWH.A","        Poland","4.161","4.184","4.265","4.079","4.636","5.456","7.833","10.422","12.456","12.059","10.438","6.71","4.8","5.6","4.6","4.4","4.8","5.36","4.608","3.491","3.29","4.306","4.469","4.985","5.312","5.002","4.789","7.761","9.034","7.403","6.31","6.78","9.803","7.801","13.508","14.459","14.017","13.271","13.816","17.868327","20.624"
"INTL.2-3-PRT-BKWH.A","        Portugal","2.346","3.345","3.369","2.373","2.077","3.53","2.874","3.699","3.417","2.436","1.733","1.715","2.538","2.077","2.3","2.7","4.115","5.4","3.975","3.625","4.698","3.741","5.329","5.898","8.612","9.626","8.624","9.641","10.744","7.598","5.814","6.742","10.766","8.1","7.247","8.077","4.616","5.506","5.668","8.099","7.553"
"INTL.2-3-PRI-BKWH.A","        Puerto Rico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-QAT-BKWH.A","        Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-REU-BKWH.A","        Reunion","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-ROU-BKWH.A","        Romania","0.472","0.553","1.085","2.138","3.074","3.259","4.43","5.15","6.975","7.811","9.576","7.005","4.35","2.99","1.82","0.8","2.242","1.038","1.181","1.2","0.8","0.7","0.436","0.962","2.6","2.321","0.989","1.269","0.921","0.651","0.767","3.41","3.903","2.737","2.811","4.492","4.177","4.842","3.697","5.493","8.252"
"INTL.2-3-RUS-BKWH.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","27.15","24.681","23.7","18.38","12.3","7.1","8.3","8.35","8.8","9.8","10","8.24","12.179","10.139","5.115","5.67","3.105","3.0659","1.644","1.558","2.661","4.706","6.623","6.586","3.194","6.41","5.177","1.618","1.377"
"INTL.2-3-RWA-BKWH.A","        Rwanda","0.048","0.055","0.035","0.01","0.011","0.02","0.022","0.019","0.019","0.021","0.012","0.02","0.012","0.012","0.014","0.014","0.02","0.02","0.07","0.06","0.094","0.122","0.136","0.121","0.116","0.089","0.064","0.084","0.084","0.062","0.08","0.078","0.091","0.094","0.09","0.083","0.078","0.086","0.094","0.09396","NA"
"INTL.2-3-SHN-BKWH.A","        Saint Helena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-KNA-BKWH.A","        Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-LCA-BKWH.A","        Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-SPM-BKWH.A","        Saint Pierre and Miquelon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-VCT-BKWH.A","        Saint Vincent/Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-WSM-BKWH.A","        Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-STP-BKWH.A","        Sao Tome and Principe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-SAU-BKWH.A","        Saudi Arabia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-SEN-BKWH.A","        Senegal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.239","0.253","0.257","0.29","0.308","0.318","0.333","0.36","0.333","0.322","0.324","NA"
"INTL.2-3-SRB-BKWH.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","8.567","9.106","8.875","5.184","5.62","6.701","5.781","4.077","7.008","6.303","5.068","6.549","6.4","5.417","5.002"
"INTL.2-3-SYC-BKWH.A","        Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-SLE-BKWH.A","        Sierra Leone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-SGP-BKWH.A","        Singapore","0","0","0","0.023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-SVK-BKWH.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","4.297","4.34","3.5","4.22","6.825","5.6","5.1","5.951","6.065","6.71","8.623","8.731","8.005","8.59","13.58","9.412","8.994","7.334","11.227","13.472","10.719","12.964","14.999","13.249","15.563","12.428","13.538","13.288"
