Report generated on: 02-25-2022 09:56:35
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"","electricity net consumption (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-2-ERI-BKWH.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.131","0.138","0.157","0.1494","0.152962","0.163","0.15946","0.18008","0.20052","0.21644","0.21808","0.22478","0.21598","0.22784","0.2269","0.24442","0.25546","0.2628","0.26714","0.27572","0.2793","0.28388","0.28846","0.3612","0.3813","0.39446","NA"
"INTL.2-2-EST-BKWH.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","6.8","5.726","5.91","5.577","5.904","6.212","6.055","5.699","5.87254","5.8305","6.14144","6.52174","6.78336","6.88836","7.32888","7.6933","7.88696","7.48082","7.9479","7.67936","8.2189","8.0643","8.19396","8.25592","8.79402","8.74744","9.10156","8.46881","9.172"
"INTL.2-2-SWZ-BKWH.A","        Eswatini","0.25389","0.27342","0.23808","0.21762","0.28551","0.33945","0.44131","0.55433","0.60526","0.68967","0.73457","0.73272","0.94272","0.90572","0.95272","0.9993","0.9523","0.9893","0.99444","0.9813","1.19474","1.22397","1.40257","1.32545","1.19548","1.42628","1.32916","1.44562","1.541","1.50704","1.501317","1.4711453","1.53852741","1.52214864","1.53956867","1.60166687","1.60726182","1.61424008","1.537008","1.448308","NA"
"INTL.2-2-ETH-BKWH.A","        Ethiopia","0.597","0.641","0.676","0.707","0.769","0.813","0.869","1.089","1.159","1.205","1.079","1.09","1.097","1.297","1.288","1.3","1.376","1.434","1.469","1.463","1.53362","1.83396","1.86274","2.09004","2.30792","2.58428","2.9634","3.19228","3.38708","3.58076","4.00354","4.62258","5.48238","6.36362","6.56192","7.60286","8.56986","8.76405","8.83892","9.7781","NA"
"INTL.2-2-FLK-BKWH.A","        Falkland Islands","0.00186","0.00279","0.00279","0.00279","0.00558","0.00744","0.00837","0.00837","0.01023","0.0093","0.0093","0.0093","0.0093","0.0093","0.0093","0.01023","0.01023","0.01023","0.01116","0.01116","0.013206","0.014136","0.014136","0.0141825","0.0141825","0.0141825","0.015159","0.015159","0.01674","0.01674","0.01488","0.01488","0.01581","0.01767","0.01767","0.018042","0.019809","0.018135","0.018321","0.0191326","NA"
"INTL.2-2-FRO-BKWH.A","        Faroe Islands","0.14136","0.14601","0.14973","0.14973","0.15717","0.16926","0.1674","0.17112","0.19065","0.19158","0.18786","0.18042","0.17763","0.16128339","0.15680265","0.1558401","0.1623966","0.16337589","0.17060013","0.17929191","0.18973581","0.20569089","0.21457332","0.22179756","0.22241508","0.21925029","0.23236608","0.2412606","0.24631143","0.24600081","0.24937299","0.24552","0.2604","0.2604","0.27621","0.28458","0.28458","0.30132","0.3168","0.35864","NA"
"INTL.2-2-FJI-BKWH.A","        Fiji","0.2697","0.27621","0.28179","0.28923","0.35247","0.35991","0.38316","0.39339","0.38502","0.39618","0.44454","0.44919","0.44733","0.45663","0.49197","0.51429","0.51522","0.5208186","0.51710046","0.5579535","0.586923","0.626913","0.661323","0.672483","0.700383","0.732003","0.788733","0.798963","0.812913","0.800823","0.835419","0.808263","0.80073","0.82956","0.84769128","0.88478805","0.89561325","0.97037037","0.985916","1.02295472","NA"
"INTL.2-2-FIN-BKWH.A","        Finland","37.613","38.975","39.369","42.455","45.822","48.989","49.895","53.466","48.353","57.115","64.984","64.899","60.878","63.494","66.486","65.302","67.3142","70.64958","73.817","75.1","76.2067","78.16886","80.51898","81.70888","83.97366","81.83886","87.1887","87.4772","83.8803","78.51744","85.07358","81.80946","82.44446","81.74342","80.8765","80.31236","82.91018","83.08312","84.97532","83.99261","79.371"
"INTL.2-2-CSK-BKWH.A","        Former Czechoslovakia","68.54","66.088","66.863","68.842","70.998","74.267","76.271","77.873","78.902","80.44","81.79","77.939","72.284","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-2-SCG-BKWH.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","32.613","26.971","27.447","30.097","32.376","32.326","29.432","27.454","30.205","29.998","30.692","30.285","29.784","27.254","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-2-SUN-BKWH.A","        Former U.S.S.R.","1168.604644367399","1123.888392164824","1234.063244868588","1278.40674334506","1342.19662158109","1382.50971363208","1343.50279884241","1395.35043051461","1432.7303517715","1464.4237885505","1460.94541000967","1446.912","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-2-YUG-BKWH.A","        Former Yugoslavia","51.044","55.186","56.142","58.914","62.905","65.188","67.85","70.201","72.24","71.174","70.579","64.682","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-2-FRA-BKWH.A","        France","236.442","239.299","242.635","247.079","260.163","277.937","292.67","301.429","309.385","316.531","323.043","345.386","355.1608","356.08","363.556","367.8385","382.65","381.735","393.359","401.221","409.74366","420.4527","418.21038","435.4392","446.95728","452.11806","447.83318","450.01918","462.7735","446.83736","474.02624","451.02056","462.31622","463.9011","441.5817","450.83476","457.72878","455.22826","449.9569","449.23542","472.699"
"INTL.2-2-GUF-BKWH.A","        French Guiana","0.09858","0.10788","0.11997","0.14322","0.15717","0.18042","0.19437","0.21669","0.24645","0.27342","0.30876","0.35433","0.38874","0.38967","0.38967","0.39339","0.39339","0.39525","0.39618","0.39804","0.39804","0.54405","0.56358","0.58683","0.60915","0.63333","0.65658","0.83793","0.85746","0.95697","1.02672","0.97929","0.81561","0.81375","0.83793","0.84909","0.84925275","1.011847","1.033151","0.930452","NA"
"INTL.2-2-PYF-BKWH.A","        French Polynesia","0.22227","0.24366","0.25296","0.20088","0.17856","0.19344","0.19809","0.19809","0.22599","0.23994","0.25761","0.26691","0.28086","0.28644","0.2976","0.31155","0.31341","0.31899","0.3162","0.32271","0.36177","0.43896","0.48546","0.53196","0.56916","0.56079","0.58497","0.61287","0.63912","0.65193","0.585249","0.601989","0.601989","0.556419","0.53805522","0.53941116","0.54684372","0.54599184","0.54362499","0.6397","NA"
"INTL.2-2-GAB-BKWH.A","        Gabon","0.506","0.574","0.644","0.705","0.769","0.833","0.838","0.84","0.845","0.877","0.88","0.901","0.922","0.961","0.815","0.879","0.916","0.963","1.007","1.046","1.0427","1.09906","1.1676","1.19682","1.21214","1.217","1.299","1.374","1.444","1.439","1.48786","1.55848","1.65636","1.75282","1.85448","1.90718","2.10568","2.21261","2.22629","3.135","NA"
"INTL.2-2-GMB-BKWH.A","        Gambia, The","0.03441","0.04185","0.04092","0.04185","0.04371","0.04464","0.04929","0.05394","0.05673","0.05301","0.06138","0.06138","0.06231","0.06417","0.06417","0.0651","0.06603","0.06975","0.07626","0.08463","0.102765","0.11811","0.13206","0.14694","0.16182","0.17856","0.18972","0.20181","0.21297","0.213993","0.216969","0.227478","0.236313","0.230733","0.248403","0.262353","0.277233","0.284673","0.244","0.2350353","NA"
"INTL.2-2-GEO-BKWH.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","10.113","8.379","7.708","5.514","5.26","5.678","6.695","6.702","6.27416","6.2263","6.3986","6.81196","7.0135","7.35514","6.69368","6.90516","7.09154","6.84924","7.62158","8.38176","8.46768","9.09772","9.81484","9.93326","10.48284","11.21202","11.9561","12.06208","NA"
"INTL.2-2-DEU-BKWH.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","491.098","485.685","477.208","475.055","482.523","489.296","492.93143","497.445","497.056","509.08148","520.1949","532.51744","544.414","550.8202","546.7072","552.2954","554.8024","551.893","522.73","555.39806","548.74974","547.02142","546.23282","534.9686","539.90184","540.09184","540.89726","535.3849","517.30339","500.350034"
"INTL.2-2-DDR-BKWH.A","        Germany, East","93.619","89.256","90.562","92.517","102.835","106.223","108.359","109.512","111.156","110.58","97.72744","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-2-DEUW-BKWH.A","        Germany, West","358.404","360.011","356.39","364.136","380.628","390.936","396.016","405.478","414.342","395.701","402.11","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-2-GHA-BKWH.A","        Ghana","4.593","4.658","4.339","2.274","1.59","2.483","3.844","4.11","4.21","4.629","5.336","5.71","6.077","5.83","5.593","5.625","6.113","6.262","5.097","5.683","5.97922","6.46994","5.97348","4.4759","4.49038","5.18446","6.3464","5.31894","5.98232","6.109","6.68974","7.66866","8.63182","9.2709","9.24908","8.40528","10.09004","10.908268","11.309867","13.107757","NA"
"INTL.2-2-GIB-BKWH.A","        Gibraltar","0.05","0.052","0.054","0.055","0.055","0.057","0.059","0.058","0.062","0.071","0.071","0.071","0.079","0.07219","0.07719","0.07719","0.07905","0.08091","0.08556","0.08928","0.1135","0.11444","0.11726","0.12196","0.12384","0.1323","0.13694","0.1407","0.15104","0.15856","0.16138","0.15574","0.16044","0.17166","0.18012","0.20356","0.19516","0.194771","0.195573","0.19886","NA"
"INTL.2-2-GRC-BKWH.A","        Greece","20.306","20.511","20.718","22.154","23.603","24.484","24.881","25.918","27.349","29.147","30.526","31.482","32.96","33.652","35.206","36.53","38.115","39.83618","41.983","43.4","45.97792","47.33954","49.5354","51.67068","52.99664","54.13574","55.8125","58.35748","59.65142","58.8956","56.44704","56.40004","57.6304","52.5202","52.66104","53.9854","56.88704","57.80672","51.35728","50.511411","46.18"
"INTL.2-2-GRL-BKWH.A","        Greenland","0.14043","0.14322","0.14787","0.15345","0.15903","0.16182","0.16647","0.17019","0.17484","0.18321","0.19251","0.18786","0.18879","0.22041","0.2232","0.22506","0.22599","0.23994","0.24552","0.41664","0.39153","0.36084","0.35526","0.3069","0.28482","0.29664","0.32412","0.32824","0.33834","0.3608","0.35126","0.38362","0.37282","0.38214","0.40566","0.43718","0.46466","0.45166","0.49552","0.4817","NA"
"INTL.2-2-GRD-BKWH.A","        Grenada","0.019","0.021","0.02","0.022","0.02325","0.023","0.026","0.031","0.037","0.042","0.045","0.05","0.053","0.055","0.06","0.081","0.086","0.091","0.101","0.105","0.114","0.124","0.129019","0.138214","0.13","0.131307","0.151162","0.171765","0.173925","0.177489","0.186504","0.1841","0.1811","0.1791","0.185941","0.177538","0.187513","0.192285","0.198495","0.194495","NA"
"INTL.2-2-GLP-BKWH.A","        Guadeloupe","0.2697","0.30039","0.3441","0.35712","0.40176","0.42966","0.50499","0.57195","0.6231","0.58497","0.68076","0.74865","0.81561","0.867411","0.912981","0.914841","1.01463","1.09089","1.09926","1.10205","1.18389","1.1718","1.13274","1.21737","1.45359","1.46289","1.5252","1.59588","1.58007","1.56147","1.56054","1.57635","1.51962","1.47591","1.49146518","1.52656245","1.51756842","1.53399966","1.54356285","1.5074","NA"
"INTL.2-2-GUM-BKWH.A","        Guam","1.00161","0.97092","0.9579","0.85281","0.8742","0.88424772","0.92229588","0.98752701","1.07814435","1.15197984","1.19639478","1.29593268","1.331574","1.46873319","1.55205003","1.50536961","1.6135314","1.62327966","1.64237907","1.68702","1.7408605","1.7365","1.533","1.5268","1.5888","1.6353","1.643984","1.628074","1.626001","1.6169","1.6265","1.606","1.4706","1.5734","1.541218","1.57458","1.641443","1.672732","1.638962","1.683","NA"
"INTL.2-2-GTM-BKWH.A","        Guatemala","1.752","1.499","1.427","1.429","1.375","1.431","1.616","1.71","1.798","1.957","2.256","2.458","2.461","2.545","2.722","2.99701","2.70729","2.56057","3.30813","4.16406","3.82958","4.24018","4.38308","6.22078","5.23142","6.533","7.267","7.71223","7.161","7.287","7.6869","7.90466","8.25374","8.63508","8.94866","9.50276","10.08864","10.18615","10.617888","10.79365","NA"
"INTL.2-2-GIN-BKWH.A","        Guinea","0.33759","0.34224","0.34968","0.36084","0.42501","0.43338","0.44082","0.44361","0.45384","0.45663","0.46035","0.465","0.46686","0.47151","0.47337","0.48546","0.49011","0.5766","0.59799","0.67425","0.69099","0.86769","0.91512","0.80445","0.87606","0.81933","0.78399","0.87606","0.89931","0.895497","0.855507","0.790407","0.657417","0.59892","0.64728","1.02767","1.4602412","1.510953","1.207224","1.781","NA"
"INTL.2-2-GNB-BKWH.A","        Guinea-Bissau","0.01209","0.01209","0.01209","0.01209","0.01302","0.01302","0.01581","0.01767","0.01953","0.02697","0.03534","0.03627","0.03813","0.04092","0.04278","0.04371","0.04464","0.0465","0.0465","0.04743","0.0279","0.0279","0.0186","0.0186","0.0279","0.0279","0.0279","0.0279","0.0279","0.0279","0.0279","0.02883","0.02976","0.03069","0.030969","0.056626","0.077","0.07725","0.07568","0.076458","NA"
"INTL.2-2-GUY-BKWH.A","        Guyana","0.388","0.402","0.332","0.109","0.093","0.152","0.132","0.329","0.33","0.275","0.247","0.176","0.179","0.18","0.258","0.445","0.527","0.602","0.639","0.671","0.708","0.739","0.739","0.677","0.699","0.4122","0.4383","0.4794","0.4584","0.4525","0.573248","0.605333","0.662406","0.696489","0.726553","0.7884","0.8164","0.8544","0.8554","0.9054","NA"
"INTL.2-2-HTI-BKWH.A","        Haiti","0.237","0.234","0.315","0.329","0.355","0.397","0.475","0.428","0.427","0.411","0.453","0.463","0.416","0.335","0.277","0.269","0.286","0.286","0.278","0.268","0.28416","0.28134","0.24778","0.2362","0.23578","0.32254","0.33006","0.22116","0.2087","0.31916","0.2183","0.32094","0.41026","0.40216","0.36442","0.37387","0.40751","0.37705","0.361442","0.339","NA"
"INTL.2-2-HITZ-BKWH.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-2-HND-BKWH.A","        Honduras","0.76","0.844","0.841","0.813","0.839","0.994","1.342","1.296","1.835","1.789","1.982","1.947","1.731","1.697","1.43","1.551","2.185","2.378","2.648","2.514","3.13854","3.20974","3.3391","3.58846","3.75331","4.06707","4.2217","4.6958","4.96","4.5541","4.90978","5.21656","5.24374","5.40956","5.52978","5.96974","5.76512","6.15734","6.68304","8.14048","NA"
"INTL.2-2-HKG-BKWH.A","        Hong Kong","10.13","10.724","11.526","13.055","13.971","14.774","16.382","20.033","21.387","20.746","22.099","23.409","24.053","25.469","23.079","26.51","29.75","30.508","32.224","32.329","36.894","37.768","38.612","39.035","39.838","40.734","40.856","41.579","41.279097","41.895","42.25036","42.66232","43.82582","43.19622","44.57982","44.49856","44.60476","44.32792","44.735","45.368","44.1839"
"INTL.2-2-HUN-BKWH.A","        Hungary","27.385","27.722","28.767","30.007","31.552","32.429","33.084","34.594","34.593","34.795","34.143","31.851","30.514","29.299306","29.59","29.882733","30.73976","30.93312","31.04041","31.895","31.83722","32.88344","33.99772","34.92322","35.34814","36.0282","36.90062","37.77576","37.72184","35.6388","36.55172","36.84454","36.91632","36.93981","37.6572","38.80442","39.432","40.64074","41.39752","41.56464","41.533"
"INTL.2-2-ISL-BKWH.A","        Iceland","2.857","2.954","3.235","3.419","3.598","3.518","3.682","3.701","4.026","4.095","4.073","4.065","4.16","4.369","4.495","4.605","4.6197","5.08769","5.787","6.742","7.3037","7.61376","7.95064","7.93864","8.16976","8.2347","9.44376","11.39788","15.76688","16.20288","16.27788","16.58288","16.93982","17.6257","17.30582","17.98276","17.68282","18.48088","19.140706","18.821071","17.912066"
"INTL.2-2-IND-BKWH.A","        India","97.898","107.442","113.695","117.213","130.42","140.645","154.717","166.86","185.924","202.681","219.879","240.203","255.687","275.674877","297.98","318.336","323.097","344.504","360.501","365.536","383.924","391.979982","414.964","442.127","470.993","496.732","548.192","593.32","629.04","680.088","727.51078","803.24132","846.10418","935.58691","1029.776","1084.231","1150.809","1215.71","1265.005","1229.387712","NA"
"INTL.2-2-IDN-BKWH.A","        Indonesia","11.299","13.363","15.472","15.553","17.132","23.126","26.952","28.869","32.282","32.563","38.497","40.544","43.803","47.548","51.31","50.082","56.852","64.216","66.045","71.008","77.66996","82.9794","85.0239","88.86252","99.59422","106.775","111.956","120.61502","127.3824","133.47336","145.0577","156.93924","171.40571","183.78439","194.20845","199.25963","212.71404","220.95999","249.04227","256.74219","NA"
"INTL.2-2-IRN-BKWH.A","        Iran","19.676","21.156","23.919","28.086","31.261","31.582","30.702","31.105","39.234","40.241","49.792","53.871","59.171","62.051","65.533","63.732","69.671","73.358","77.62","84.623","94.35608","101.70472","109.41404","119.98682","126.99336","135.19698","146.07354","153.26264","162.10814","169.8324","182.7144","186.1383","195.32188","201.13313","217.8718","220.73842","236.3075","251.54372","254.99121","279.82639","NA"
"INTL.2-2-IRQ-BKWH.A","        Iraq","10.167","9.813","12.186","14.449","16.334","18.716","19.875","21.657","24.601","25.996","19.52","17.821","22.64","23.598","25.217","26.18","26.08","26.667","26.781","25.568","27.27666","28.13102","29.53124","24.99458","29.68088","20.997","25.22542","20.12058","19.75297","30.19193","34.09488","37.31564","33.84944","44.1171","41.84478","40.37148","38.46046","41.3109","43.97096","46.49254","NA"
"INTL.2-2-IRL-BKWH.A","        Ireland","8.446","8.302","8.483","8.435","8.67","9.486","9.779","10.697","10.639","11.388","12.014","12.605","13.372","13.701","14.286","14.968","15.941","16.77122","17.728","18.79","20.24872","20.8957","21.78134","22.36862","23.11974","24.00382","25.08454","25.3","26.355","24.959","24.96312","24.31148","24.10084","24.36202","24.53918","25.23004","25.7689","26.31708","27.147377","28.18913","30.627"
"INTL.2-2-ISR-BKWH.A","        Israel","10.931","11.435","12.1","12.997","13.376","13.822","13.645","15.111","16.883","17.91","18.193","18.797","21.732","23.041","25.246","26.575","28.387","29.927","32.485","34.255","37.2082","38.57514","39.99492","41.31412","41.6006","42.63222","44.30702","47.05792","48.516","45.91754","49.47366","50.17912","53.08186","50.43494","50.63748","52.77628","55.01532","55.45194","56.339606","59.1925","NA"
"INTL.2-2-ITA-BKWH.A","        Italy","164.891","163.087","165.723","164.854","174.155","178.066","183.551","193.549","186.849","211.8418","219.007","224.429","229.821","229.536","236.957","243.676","246.033","253.48497","260.883","267.354","279.14828","285.09274","291.38324","295.85976","303.0186","307.7997","314.79448","315.7456","315.52306","297.9557","307.42484","311.46645","305.92377","297.00426","291.44911","296.75771","294.20176","300.50281","302.197855","303.33124","286.375"
"INTL.2-2-JAM-BKWH.A","        Jamaica","1.485","1.481","1.552","1.74","1.65","1.375","1.419","1.563","1.541","1.712","2.056","1.665","1.726","3.592","4.005","4.856","5.035","5.217","5.461","5.576","5.59972","5.70034","5.90646","6.10512","6.0641","6.13496","6.0981","4.941","2.988","3.072","3.06972","3.0539","2.89162","2.82336","2.78984","2.78772","2.95346","2.99298","3.0237","3.05078","NA"
"INTL.2-2-JPN-BKWH.A","        Japan","521.374","522.127","528.362","560.357","593.94","609.764","614.442","663.17","695.604","731.602","792.108","817.869","825.673","833.581","888.032","913.359","934.03503","960.577","962.863","969.703","962.329","946.399","960.718","953.162","981.693","990.036","1008.482","1048.403","976.643","949.304","1061.61402","1056.92548","990.36074","997.11962","973.34742","955.32778","947.17528","945.85294","935.11162","940.14874","NA"
"INTL.2-2-JOR-BKWH.A","        Jordan","0.802","1.037","1.274","1.549","1.825","2.009","2.167","1.959","2.022","2.726","3.119","3.324","3.933","4.194","4.481","5.357","5.397","5.699","6.049","6.517","6.54602","6.48612","6.96774","7.36036","8.1247","8.52366","9.3944","10.38638","11.28716","11.63882","12.51676","13.27514","14.52244","14.76206","15.58588","16.24226","16.76682","17.56896","17.31661","17.3664","NA"
"INTL.2-2-KAZ-BKWH.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","82.879","79.286","59.78","58.533","52.1","44.952","41.957","39.823","44.46942","49.17544","49.81588","52.78854","54.32372","57.09254","61.32066","65.29538","69.05298","67.19114","72.61356","76.20982","81.80738","85.26606","81.76084","81.52606","83.02252","86.8199","91.66827","92.13396","NA"
"INTL.2-2-KEN-BKWH.A","        Kenya","1.662","1.7937","1.8364","2.20215","2.28185","2.49255","2.3422","2.3849","2.6206","2.71025","2.87963","2.998","2.994","3.285492","3.311","3.455","3.604","3.61","3.736","3.455","3.39656","3.84752","3.93662","4.22798","4.56942","4.7509","5.16128","5.4476","5.36344","5.52426","6.06178","6.25486","6.5314","7.15544","7.57298","8.151","7.317","8.501","9.266554","8.243","NA"
"INTL.2-2-KIR-BKWH.A","        Kiribati","0.00465","0.00465","0.00465","0.00465","0.00558","0.00558","0.00558","0.00651","0.00651","0.00651","0.00651","0.00651","0.00651","0.00651","0.00651","0.00651","0.00651","0.0093","0.0093","0.01116","0.01209","0.01023","0.01209","0.01488","0.01767","0.019902","0.020832","0.020832","0.019995","0.019995","0.022041","0.022971","0.023064","0.023064","0.02350389","0.02594886","0.02774841","0.02774841","0.025237","0.025137","NA"
"INTL.2-2-XKS-BKWH.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","4.315","4.214","4.39234","4.93824","4.81918","4.92308","4.7929","4.89426","3.95694","4.62066","4.60055","4.86074","NA"
"INTL.2-2-KWT-BKWH.A","        Kuwait","8.096","8.878","10.316","11.06","12.232","13.515","14.913","15.948","17.367","18.718","18.126","9.443","14.766","17.877","19.58","19.692","21.145","22.181","24.887","26.208","26.82762","28.46806","30.18028","33.03588","34.24264","36.14296","39.31358","39.87682","42.13006","43.40804","47.18608","47.17466","50.16886","49.59852","55.48002","58.15226","59.65308","61.90968","63.0578","63.80236","NA"
"INTL.2-2-KGZ-BKWH.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","8.519","8.244","8.145","7.994","6.94","6.693","6.998","8.596","9.114","8.14464","7.73506","9.5894","8.13492","6.818","7.101","7.619","7.132","6.972","7.30248","8.89286","9.94266","10.86716","11.11856","10.6802","10.51792","11.23434","11.7404","12.32414","NA"
"INTL.2-2-LAO-BKWH.A","        Laos","0.17324","0.32827","0.36584","0.31073","0.22154","0.23635","0.23001","0.26017","0.23425","0.29407","0.29187","0.21774","0.23814","0.28851","0.21477","0.33589","0.41297","0.434","0.501","0.553","0.60776","0.70943","0.77467","0.864","0.53517","0.988","1.41","1.61","1.925","2.269","2.359","2.424","2.9424","3.229","3.648","3.96746","4.37325","3.55836","4.05858","5.10864","NA"
"INTL.2-2-LVA-BKWH.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","6.768","5.158","4.905","4.874","4.8","4.876","4.704","4.699","4.91522","5.01854","5.0766","5.58478","5.78042","6.09548","6.4277","6.82942","6.84128","6.32622","6.56348","6.51218","7.14572","6.7547","6.81098","6.71878","6.79876","6.84326","6.977196","6.74792","6.706"
"INTL.2-2-LBN-BKWH.A","        Lebanon","2.572","2.589","2.747","2.69","2.665","2.596","2.746","2.667","2.733","2.646","2.715","2.709","3.123","4.043","4.185","4.407","6.354","7.534","7.586","7.531","9.20952","9.25796","10.42242","10.93134","10.44052","10.60778","10.3451","10.76678","11.45602","12.34206","14.19332","14.34094","14.48616","16.6216","15.15352","15.94142","16.36502","18.27471","17.73468","18.71562","NA"
"INTL.2-2-LSO-BKWH.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0.192","0.206","0.241","0.281","0.31","0.324","0.335","0.318","0.209","0.23635","0.27984","0.30505","0.30802","0.34025","0.30121","0.43987","0.52825","0.56522","0.59312","0.72664","0.84642","0.7157","0.76198","0.76395","0.75553","0.7568667","0.85941604","0.810674","0.824674","0.9128","NA"
"INTL.2-2-LBR-BKWH.A","        Liberia","0.79236","0.74493","0.74958","0.73842","0.64728","0.6789","0.72912","0.7347","0.744","0.73005","0.27993","0.25389","0.26226","0.2604","0.2604","0.2604","0.2604","0.27342","0.279","0.186","0.186","0.186","0.186","0.186","0.186","0.186","0.186","0.2325","0.2325","0.2325","0.2325","0.2604","0.2604","0.26226","0.26226","0.27063","0.34968","0.346","0.295","0.292","NA"
"INTL.2-2-LBY-BKWH.A","        Libya","3.332","3.687","3.678","4.351","5.843","7.864","9.838","12.894","13.469","13.522","12.619","12.959","13.327","13.239","13.881","14.267","14.119","14.443","10.086","10.599","10.97424","11.31134","14.28114","15.43142","16.44788","18.517","20.84","21.087","19.336","18.084","18.88188","16.17742","25.74492","28.4867","28.36962","28.13382","23.58428","24.90456","25.69322","25.36034","NA"
"INTL.2-2-LTU-BKWH.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","10.656","9.021","8.381","8.419","8.37","8.302","8.569","8.234","8.26574","8.00776","8.21864","8.5413","8.96488","8.874113","9.32336","9.6115","9.9867","9.19864","9.24402","9.48938","9.66286","9.6965","9.90334","10.02076","10.49758","10.85178","11.22178","11.314208","11.823"
"INTL.2-2-LUX-BKWH.A","        Luxembourg","3.608","3.405","3.44","3.554","3.783","3.83","3.848","3.939","4.034","4.111","4.14","4.264","4.242","4.387","4.707","5.011","4.907","5.152","5.333","5.524","5.8131","6.16693","5.74857","5.9818","6.22082","5.98358","6.44118","6.5513","6.44188","5.94242","6.45498","6.37448","6.10366","6.12174","6.11994","6.20272","6.37352","6.40574","6.474","6.419152","7.186"
"INTL.2-2-MAC-BKWH.A","        Macau","0.22785","0.25668","0.29481","0.35154","0.39514","0.43481","0.4884","0.57661","0.62955","0.70021","0.77999","0.87748","0.98076","1.14067","1.23647","1.45928","1.3737","1.40032","1.4082","1.43415","1.39177","1.50309168","1.59768588","1.68192464","1.8405","2.118","2.399","2.959","3.2976","3.4359","3.6385","3.8558","4.2153","4.3016","4.5358","4.8925","5.1358","5.2775","5.417","5.6481","5.2786"
"INTL.2-2-MDG-BKWH.A","        Madagascar","0.38781","0.3906","0.40083","0.42036","0.44268","0.44919","0.44826","0.44454","0.4557","0.50313","0.53382","0.52824","0.5394","0.54033","0.54312","0.56637","0.61752","0.64635","0.6975","0.72261","0.7254","0.82398","0.80538","0.9207","1.023","1.03323","1.05462","1.10112","1.14576","1.14855","1.2363885","1.2539097","1.5822462","1.7258382","1.8319419","1.9086111","1.8724393","2.08888","2.14182","1.72014","NA"
"INTL.2-2-MWI-BKWH.A","        Malawi","0.37651","0.37","0.39425","0.42587","0.44068","0.45098","0.48167","0.53096","0.53661","0.5394","0.6603","0.70401","0.72819","0.88629","0.93","0.94674","0.94581","0.97185","1.10112","1.07601","1.15413","1.18017","1.23876","1.25643","1.38477","1.4136","1.44522","1.47405","1.6089","1.59402","1.81443","1.86837","1.93998","1.94766087","2.049441","2.04934893","2.03923518","1.93788675","1.165474","1.117378","NA"
"INTL.2-2-MYS-BKWH.A","        Malaysia","9.363","10.005","10.504","11.581","12.634","13.699","13.766","14.834","16.679","19.335","22.35","24.252","25.996","28.735","34.034","39.216","43.372","50.614","52.391","56.361","60.32766","60.78044","64.04936","68.32322","71.09982","69.12614","75.25478","81.9335","84.0136","102.798","109.84376","110.25554","118.55594","126.73368","126.73882","133.1135","137.19374","143.70846","146.695","150.062","NA"
"INTL.2-2-MDV-BKWH.A","        Maldives","0.00372","0.00465","0.00558","0.00651","0.00837","0.01209","0.01395","0.01674","0.01767","0.0186","0.02139","0.02418","0.02604","0.03534","0.03999","0.05022","0.05487","0.06231","0.07161","0.08091","0.09114","0.10137","0.10974","0.12369","0.1395","0.1618293","0.1850979","0.2157879","0.2464779","0.2622879","0.319083","0.339636","0.36363","0.36921","0.46965","0.522195","0.561255","0.5845","0.5865","0.5865","NA"
