Report generated on: 02-25-2022 09:57:07
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.2-4-GTM-BKWH.A","        Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03","0.023","0.088","0.061","0.465","0.827","0.336","0.44","0.428","0.464","0.339","0.09","0.13188","0.076","0.094","0.139","0.193","0.346","0.588","1.207","1.087","1.335","1.858","2.5","2.19","NA"
"INTL.2-4-GIN-BKWH.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-GNB-BKWH.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-GUY-BKWH.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-HTI-BKWH.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-HITZ-BKWH.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.2-4-HND-BKWH.A","        Honduras","0.011","0.012","0.012","0.012","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.005","0.005","0","0","0.03","0.16","0.006","0.016","0.006","0.005","0","0","0","0.01451","0.00193","0.0113","0","0.012","0.046","0.013","0.127","0.079","0.156","0.505","0.536","0.553","0.025","0.008","0.54","NA"
"INTL.2-4-HKG-BKWH.A","        Hong Kong","0.308","0.237","0.272","0.368","0.74","1.05","1.208","1.362","1.44","1.77","1.797","3.06","4.963","4.5","1.758","1.483","0.531","0.559","0.61","0.633","1.181","1.581","2.175","3.008","3.087","4.498","4.528","4.035","3.552503","3.731","2.609","2.957","1.838","1.65","1.226","1.187","1.205","1.341","0.556","0","0"
"INTL.2-4-HUN-BKWH.A","        Hungary","2.795","2.641","1.68","1.741","1.32","1.924","1.346","1.997","2.322","1.875","2.039","1.047","1.521","0.756","0.9","0.805","1.28","2.261","3.302","2.34","6.083","7.232","8.349","7.138","3.056","9.41","8.186","10.694","8.871","5.459","4.702","8.021","9.003","4.758","5.69","6.249","5.24","6.925","4.265","7.269","7.498"
"INTL.2-4-ISL-BKWH.A","        Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-IND-BKWH.A","        India","0.042","0.094","0.078","0.089","0.111","0.107","0.067","0.03","0.097","0.091","0.095","0.07","0.146","0.101","0.12","0.05","0.13","0.321","0.27","0.187","0.195","0.232","0.175","0.058","0.04","0.209","0.216","0.29","0.388","0.058","0.062","0.135","0.154","1.651","4.433","5.15","6.71","7.203","8.494","9.491","NA"
"INTL.2-4-IDN-BKWH.A","        Indonesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-IRN-BKWH.A","        Iran","0","0","0","0","0","0","0","0","0","0","0","0","0","0.193","0.197","0.157","0.384","0.522","0.617","0.864","0.86","1.049","0.791","0.919","1.837","2.761","2.775","2.52","3.875","6.152","6.707","8.668","11.029","11.586","9.66","6.822","6.688","8.172","6.295","6.365","NA"
"INTL.2-4-IRQ-BKWH.A","        Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-IRL-BKWH.A","        Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.035","0.185","0.076","0.073","0.049","0.071","0.288","0.062","0.01","0","0.001","0.009","0.082","0.303","0.175","0.29","0.242","0.37","0.383","0.704","1.079","1.583","1.795","1.649","1.535","1.913"
"INTL.2-4-ISR-BKWH.A","        Israel","0.165","0.181","0.201","0.194","0.199","0.233","0.297","0.357","0.375","0.38","0.39","0.36","0.35","0.32","0.33","0.914","0.979","1.17","1.055","1.272","1.457","1.399","1.387","1.47","1.459","1.667","1.844","2.081","3.666","3.783","3.966","4.222","4.434","4.675","4.844","5.197","5.553","5.649","5.863","6.311","6.243"
"INTL.2-4-ITA-BKWH.A","        Italy","1.989","1.97","3.018","2.886","1.083","1.436","1.814","1.672","0.718","0.725","0.922","0.372","0.647","0.677","1.09","1.235","0.76","0.995","0.901","0.528","0.484","0.549","0.922","0.518","0.791","1.109","1.611","2.648","3.398","2.111","1.827","1.787","2.304","2.2","3.031","4.471","6.154","5.134","3.271","5.834","7.587"
"INTL.2-4-JAM-BKWH.A","        Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-JPN-BKWH.A","        Japan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-JOR-BKWH.A","        Jordan","0","0","0","0","0","0.022","0.214","0.1","0","0","0","0","0","0","0","0","0.002","0.003","0.004","0.007","0.005","0.002","0","0.003","0","0.004","0.013","0.176","0.323","0.139","0.058","0.086","0.104","0.059","0.064","0.05","0.046","0.057","0.094","0.098","NA"
"INTL.2-4-KAZ-BKWH.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","15.447","12","5.5","2.5","1.731","0.001","0.133","0.085","0.085","1.637","2","4.975","7.403","3.648","3.73","3.308","2.483","2.379","1.757","1.809","2.933","2.996","2.917","1.614","2.572","5.692","5.042","2.419","NA"
"INTL.2-4-KEN-BKWH.A","        Kenya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.015","0.0244","0.073","0.046","0.027","0.027","0.031","0.042","0.031","0.039","0.04","0.045","0.022","0.024","0.035","0.016","NA"
"INTL.2-4-KIR-BKWH.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-XKS-BKWH.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.296","0.274","0.353","2.717","2.619","2.893","0.475","0.553","1.064","0.88","0.677","0.905","2.715"
"INTL.2-4-KWT-BKWH.A","        Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-KGZ-BKWH.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","7.406","6.641","8.2","7.7","9.156","2.417","0.998","2.011","3.153","2.165","1.062","1.716","3.382","2.684","2.521","2.379","0.868","1.251","1.828","2.848","1.84","0.377","0.072","0.184","0.199","1.215","0.755","0.271","NA"
"INTL.2-4-LAO-BKWH.A","        Laos","0.735","0.74","0.752","0.701","0.71","0.616","0.584","0.287","0.274","0.369","0.52","0.662","0.638","0.58","0.637","0.705","0.78","0.73072","1.45831","1.99617","2.92939","2.86185","2.7365","2.25683","2.44307","2.5","2.49","2.23","2.315","1.921","6.646","10.669","10.363","12.494","11.936","11.549","19.65","24.901","27.216","24.114","NA"
"INTL.2-4-LVA-BKWH.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","0.002","0.17","0.85","0.391","0.211","0.001","0.384","0.642","0.322","0.457","0.49","0.038","0.636","0.707","0.302","1.964","2.123","2.605","3.1","2.764","3.244","3.65","3.023","3.425","3.795","4.137","4.265","3.493","2.548"
"INTL.2-4-LBN-BKWH.A","        Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-LSO-BKWH.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-LBR-BKWH.A","        Liberia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-LBY-BKWH.A","        Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.105","0.093","0.104","0.117","0.124","0.152","0.121","0.014","0.001","0","0","0","0","0","0","NA"
"INTL.2-4-LTU-BKWH.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","10.641","8.46","6","7","8","7.55","6.466","3.31","1","4.2","11.018","11.674","11.488","8.607","6.24","7.218","6.606","7.715","2.184","1.347","1.441","1.127","0.898","0.73","2.831","3.249","3.215","3.924286","4.105"
"INTL.2-4-LUX-BKWH.A","        Luxembourg","0.192","0.465","0.399","0.36","0.358","0.423","0.434","0.44","0.715","0.74","0.746","0.707","0.533","0.394","0.555","0.743","0.81","0.846","0.924","0.655","0.735","0.744","2.939","2.777","3.132","3.131","3.267","2.887","2.484","2.604","3.216","2.614","2.622","1.908","2.067","1.919","1.42","1.389","1.392","0.938653","1.079"
"INTL.2-4-MAC-BKWH.A","        Macau","0","0","0","0","0","0","0","0","0","0.001","0.002","0","0","0","0","0.003","0.001","0.001","0.003","0.001","0","0.001","0.001","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-MDG-BKWH.A","        Madagascar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-MWI-BKWH.A","        Malawi","0.002","0.002","0.001","0.001","0.002","0.001","0.001","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-MYS-BKWH.A","        Malaysia","0","0","0.005","0.018","0","0.009","0.078","0.029","0.037","0.164","0.076","0.151","0.175","0.104","0.05","0.04","0.14","0.075","0.026","0.075","0.025","0.09","0.07","0.1","0.05","2.233","2.324","2.265","0.583","0.1","0.151","0.012","0.012","0.028","0.012","0.003","0.694","1.124","1.51","0.669","NA"
"INTL.2-4-MDV-BKWH.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-MLI-BKWH.A","        Mali","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.398","0.419","0.471","0.514","0.546","0.4857","0.631","0.586","0.571","0.55","NA"
"INTL.2-4-MLT-BKWH.A","        Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.036","0.011","0.02","0.004"
"INTL.2-4-MTQ-BKWH.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-MRT-BKWH.A","        Mauritania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-MUS-BKWH.A","        Mauritius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-MEX-BKWH.A","        Mexico","0.089","0.057","0.07","0.082","0.09","0.238","1.468","2.041","1.997","1.932","1.945","2.018","2.041","2.015","1.97","1.944","1.288","0.344","0.077","0.131","0.195","0.271","0.344","0.953","1.346","1.788","1.299","1.451","1.452","1.249","1.348","1.293","1.116","1.24","2.653","2.32","1.968","1.804","2.426","3.084","5.954"
"INTL.2-4-FSM-BKWH.A","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA"
"INTL.2-4-MDA-BKWH.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","4.636","5.1","0","0.127","0.1","0.027","0","0","0","0","0.36","0.131","0.424","0.22","0.229","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-MNG-BKWH.A","        Mongolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.07","0.06","0.025","0.018","0.016","0.007","0.008","0.012","0.021","0.01","0.016","0.018","0.022","0.024","0.021","0.018","0.033","0.051","0.036","0.026","0.027","0.024","NA"
"INTL.2-4-MNE-BKWH.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.072","0.108","0.108","0.172","0.73","0.431","0.228","0.733","0.642","0.517","0.906","0.417","0.976","0.943","NA"
"INTL.2-4-MSR-BKWH.A","        Montserrat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-MAR-BKWH.A","        Morocco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.643","0.524","0.818","0.151","0.128","0.165","0.135","0.161","0.35","1.453","0.624"
"INTL.2-4-MOZ-BKWH.A","        Mozambique","0.066000000000001","0.138","0.568","0.136","0.505","0.1","0","0","0","0","0","0","0","0","0","0","0","0.483","0.9","5.6","5.768","7.4","10.692","8.625","10.402","12.001","12.825","11.822","11.212","12.7","12.075","11.736","9.74","9.042","10.202","11.561","11.711","10.01","9.738","10.771","NA"
"INTL.2-4-NAM-BKWH.A","        Namibia","--","--","--","--","--","--","--","--","--","--","0","0.201","0.204","0.049","0.028","0.146","0.03","0.03","0.023","0.056","0.065","0.065","0.054","0.053","0.023","0.031","0.036","0.04","0.047","0.068","0.077","0.076","0.091","0.089","0.084","0.088","0.099","0.1","0.114","0.119","NA"
"INTL.2-4-NRU-BKWH.A","        Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-NPL-BKWH.A","        Nepal","0.005","0.004","0.007","0.009","0.01","0.011","0.021","0.022","0.013","0.017","0.026","0.065","0.085","0.046","0.063","0.087","0.1","0.067","0.064","0.095","0.126","0.143","0.186","0.206","0.111","0.097","0.077","0.06","0.046","0.075","0.031","0.004","0.004","0.003","0.003","0.003","0.003","0.003","0.035","0.107","NA"
"INTL.2-4-NLD-BKWH.A","        Netherlands","0.818","0.453","0.241","0.226","0.174","0.127","0.012","0.021","0","0.352","0.471","0.624","0.227","0.269","0.28","0.586","0.7","0.475","0.42","3.968","4.031","4.209","4.488","3.809","5.188","5.398","5.887","5.565","9.116","10.561","12.808","11.531","15.046","15.015","18.128","22.012","19.343","18.952","18.785","19.548","22.433"
"INTL.2-4-NLDA-BKWH.A","        Netherlands Antilles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-NCL-BKWH.A","        New Caledonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-NZL-BKWH.A","        New Zealand","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-NIC-BKWH.A","        Nicaragua","0.018","0.008","0.016","0.008","0.003","0.01","0.01","0.01","0.01","0.01","0.01","0","0","0.048","0.013","0","0.01","0","0","0.022","0.001","0","0.007","0.021","0.022","0.008","0.009","0","0.00003","0.002","0.043","0.041","0.003","0.01623","0.049","0.022","0.018","0.001","0","0","NA"
"INTL.2-4-NER-BKWH.A","        Niger","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.002","0.002","0.002","0.002","0.002","0","0","0.003","0","0","0","0","0","0","NA"
"INTL.2-4-NGA-BKWH.A","        Nigeria","0.088","0.105","0.119","0.128","0.135","0.125","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","0","0","0.019","0.019","0.022","0.025","0.03","0.04","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-NIU-BKWH.A","        Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-PRK-BKWH.A","        North Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-MKD-BKWH.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","0.209","0.016","0.05","0","0.026","0","0.002","0.103","0","0","0","0","0","0","0","0","0","0","0","0.073","0.072","0.062","0.113","0.143","0.16","0.311","0.377","0.583","0.639"
"INTL.2-4-MNP-BKWH.A","        Northern Mariana Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.2-4-NOR-BKWH.A","        Norway","2.501","7.154","6.704","13.847","9.13","4.627","2.18","3.32","7.355","15.166","16.233","6.049","10.103","8.376","4.96","8.966","4.24","4.875","4.412","8.277","20.529","7.174","15.046","5.548","3.854","15.695","8.947","15.32","17.275","14.634","7.124","14.329","22.006","15.141","21.932","22.016","22.151","21.276","18.489","12.309274","24.968"
"INTL.2-4-OMN-BKWH.A","        Oman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-PAK-BKWH.A","        Pakistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-PSE-BKWH.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-PAN-BKWH.A","        Panama","0","0","0","0","0","0.008","0.08","0.112","0.161","0.1","0.09","0.064","0.065","0.102","0","0.003","0.026","0.118","0.025","0.095","0.018","0.118","0.049","0.179","0.129","0.051","0.049","0.12488756","0.031","0.095","0.039","0.008","0.059","0.071","0.098","0.139","0.398","0.318","0.326","0.427","NA"
"INTL.2-4-PNG-BKWH.A","        Papua New Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-PRY-BKWH.A","        Paraguay","0.151","0.128","0.089","0.024","0.028","2.55","9.95","15.6","16.822","20.525","24.804","26.803","24.619","28.121","32.773","37.828","40.87","45.673","45.213","46.036","47.358","39.137","41.777","45.18","45.005","43.792","45.707","45.113","46.291","45.042","43.378","46.12","47.663","47.364","41.4","41.127","48.415","43.635","42.205","31.748","NA"
"INTL.2-4-PER-BKWH.A","        Peru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.008","0","0","0","0.063","0.112","0.001","0.002","0","0.013","0.055","0.038","0","0","0","NA"
"INTL.2-4-PHL-BKWH.A","        Philippines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-POL-BKWH.A","        Poland","4.396","4.227","5.95","7.183","9.233","7.568","7.796","8.703","7.98","10.268","11.478","9.326","9.066","8.011","7.2","7.157","7.925","7.542","8.082","8.426","9.663","11.035","11.537","15.146","14.605","16.188","15.775","13.109","9.703","9.594","7.664","12.022","12.643","12.322","11.342","14.793","12.018","10.984","8.121","7.245352","7.357"
"INTL.2-4-PRT-BKWH.A","        Portugal","0.518","0.14","0.4","1.057","1.366","1.284","0.989","0.675","1.027","1.271","1.696","1.62","1.197","1.902","1.355","1.741","3.01","2.477","3.7","4.488","3.767","3.502","3.43","3.104","2.131","2.802","3.183","2.153","1.313","2.822","3.191","3.929","2.871","5.324","6.344","5.811","9.701","8.19","8.325","4.7","6.097"
"INTL.2-4-PRI-BKWH.A","        Puerto Rico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-QAT-BKWH.A","        Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-REU-BKWH.A","        Reunion","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-ROU-BKWH.A","        Romania","0.77","0.758","0.364","1.469","1.118","0","0","0","0","0","0","1.874","0.218","1.118","1.05","0.456","1.435","0.817","0.715","1.93","1.47","2.077","3.29","3.046","3.766","5.224","5.262","3.359","5.169","2.946","3.041","5.316","3.65","4.753","9.937","11.22","9.194","7.735","6.241","3.975","5.459"
"INTL.2-4-RUS-BKWH.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","43.952","43.4","44.1","37.982","31.75","26.8","26.3","22.521","22.85","25.74","18.097","21.619","19.8","22.52","20.927","18.468","20.738","17.923","19.091","24.111","19.143","18.382","14.671","18.244","17.694","17.006","17.779","20.049","12.116"
"INTL.2-4-RWA-BKWH.A","        Rwanda","0","0.001","0.008","0.001","0.001","0.003","0.003","0.003","0.002","0.002","0.003","0.003","0.003","0.003","0.003","0.005","0.003","0.003","0.001","0.001","0","0.001","0.008","0.003","0.002","0.001","0.002","0.002","0.002","0.003","0.003","0.003","0.003","0.003","0.004","0.003","0.0044","0.0041","0.0045","0.0045","NA"
"INTL.2-4-SHN-BKWH.A","        Saint Helena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-KNA-BKWH.A","        Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-LCA-BKWH.A","        Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-SPM-BKWH.A","        Saint Pierre and Miquelon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-VCT-BKWH.A","        Saint Vincent/Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-WSM-BKWH.A","        Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-STP-BKWH.A","        Sao Tome and Principe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-SAU-BKWH.A","        Saudi Arabia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-SEN-BKWH.A","        Senegal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-SRB-BKWH.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","9.377","9.192","8.802","6.609","5.917","6.979","5.392","6.614","5.445","7.221","6.99","5.724","6.284","5.341","5.943"
"INTL.2-4-SYC-BKWH.A","        Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-SLE-BKWH.A","        Sierra Leone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-SGP-BKWH.A","        Singapore","0.092","0.074","0.052","0.055","0.073","0.05","0","0","0","0","0","0","0","0.052","0.091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-SVK-BKWH.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","2.28","2.05","2.065","0.698","2.743","2.2","4.915","8.647","9.743","10.867","10.878","10.593","11.27","10.921","11.855","8.891","7.682","6.293","10.5","13.079","10.628","11.862","12.611","10.598","12.535","8.746","11.838","12.97"
"INTL.2-4-SVN-BKWH.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","2.142","2.124","2.3","2.392","2.53","2.52","2.609","1.935","5.552","7.461","4.914","5.811","7.094","7.558","7.02","5.911","7.824","10.839","10.745","8.408","8.491","8.811","9.997","9.093","9.535","9.648","9.432","9.34","9.123"
"INTL.2-4-SLB-BKWH.A","        Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-SOM-BKWH.A","        Somalia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
