Report generated on: 02-24-2022 17:30:36
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-COD-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.04124","0.02399","0.0436","0.04097","0.02178","0.4","0.4","0.4","0.4","0.07447","0.07734","0.4","0.4","0.0337247123287671","0.0336325683060109","0.0019438904109589","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-2-COD-TBPD.A","            LPG (Mb/d)","0.240790423","0.3","0.3","0.3","0.3","0.3","0.04124","0.02399","0.0436","0.04097","0.02178","0.4","0.4","0.4","0.4","0.07447","0.07734","0.4","0.4","0.0337247123287671","0.0336325683060109","0.0019438904109589","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-2-COD-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Cook Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-COK-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-2-COK-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-2-COK-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Costa Rica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-CRI-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.5","0.6","0.6","0.8","0.9","0.8","1","0.9","2","0.8","1.4","1.6","1.9","2.3","2.9","2.4","3.3","3.4","3.3","2.9","3.2","3.5","3.4","3.4","3.6","3.7","3.8","NA","NA"
"INTL.6899-2-CRI-TBPD.A","            LPG (Mb/d)","0.692272465","0.7","0.5","0.4","0.5","0.5","0.5","0.6","0.6","0.8","0.9","0.8","1","0.9","2","0.8","1.4","1.6","1.9","2.3","2.9","2.4","3.3","3.4","3.3","2.9","3.2","3.5","3.4","3.4","3.6","3.7","3.8","NA","NA"
"INTL.8499-2-CRI-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-HRV-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","3","0.4","3.1","1.4","1","2.8","0.9","0.8","3","1.3","1.5","1.7","2","2","7.4","8.3","7.9","4.1","6.7","5.8","4.8","NA","NA"
"INTL.6899-2-HRV-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","1.8","0.2","1.4","0.6","0.4","1.3","0.4","0.4","1.4","0.7","0.8","1","1.1","1.2","4.7","5.5","5.5","3","4.8","4.5","4.8","NA","NA"
"INTL.8499-2-HRV-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","1.2","0.2","1.8","0.8","0.6","1.5","0.5","0.4","1.6","0.6","0.6","0.7","0.9","0.9","2.7","2.8","2.4","1.1","1.9","1.3","0","NA","NA"
"","Cuba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-CUB-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","4.2","4.4","3.9","4.3","4.3","4.2","2.8","2.9","3.1","3","2.9","2.9","3.3","3.1","4.1","4.6","4.7","5.6","5.7","6.1","5.3","3.5","3.6","3.8","4.1","3.7","3.7","NA","NA"
"INTL.6899-2-CUB-TBPD.A","            LPG (Mb/d)","3.179349905","3.3","3","3","3.3","3.6","4.2","4.4","3.9","4.3","4.3","4.2","2.8","2.9","3.1","3","2.9","2.9","3.3","3.1","4.1","4.6","4.7","5.6","5.7","6.1","5.3","3.5","3.6","3.8","4.1","3.7","3.7","NA","NA"
"INTL.8499-2-CUB-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Cyprus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-CYP-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","1.4","1.5","1.6","1.5","1.6","1.6","1.8","1.6","1.5","1.5","1.6","1.6","1.6","1.4","1.7","1.7","1.7","1.8","1.8","1.5","1.7","1.6","1.7","1.6","1.6","1.7","1.7","NA","NA"
"INTL.6899-2-CYP-TBPD.A","            LPG (Mb/d)","1.024498341","1","1.1","1.2","1.2","1.2","1.4","1.5","1.6","1.5","1.6","1.6","1.8","1.6","1.5","1.5","1.6","1.6","1.6","1.4","1.7","1.7","1.7","1.8","1.8","1.5","1.7","1.6","1.7","1.6","1.6","1.7","1.7","NA","NA"
"INTL.8499-2-CYP-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Czech Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-CZE-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","3.3","3.6","5.7","5.8","6.9","7.4","7.8","8.4","8.7","7.7","7.8","9","8.3","7.7","6.8","6.9","6","5.9","6","6.6","7.4","NA"
"INTL.6899-2-CZE-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","3.3","3.6","5.7","5.8","6.9","7.4","7.8","8.4","8.7","7.7","7.8","9","8.3","7.7","6.8","6.9","6","5.9","6","6.6","7.4","NA"
"INTL.8499-2-CZE-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","Côte d’Ivoire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-CIV-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.7","0.6","0.7","0.8","0.8","0.8","0.8","1","1","1","1.2","2.2","2.5","2.5","1.6","1.2","2.3","2.5","2.5","2.2","3.3","3.3","5.7","5.7","4.2","3.1","3.4","NA","NA"
"INTL.6899-2-CIV-TBPD.A","            LPG (Mb/d)","0.451482042","0.6","0.6","0.5","0.7","0.8","0.7","0.6","0.7","0.8","0.8","0.8","0.8","1","1","1","1.2","2.2","2.5","2.5","1.6","1.2","2.3","2.5","2.5","2.2","3.3","3.3","5.7","5.7","4.2","3.1","3.4","NA","NA"
"INTL.8499-2-CIV-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Denmark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-DNK-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","6.995897193","7.3","7.6","7.5","7","6.1","5.8","4.8","4.2","3.6","3.1","2.9","2.6","2.6","2.6","2.7","2.9","2.5","2.7","2.6","2.4","2.3","2.2","2.2","2.4","2.3","2.3","2","2","1.6","1.6","1.6","1.5","1.4","NA"
"INTL.6899-2-DNK-TBPD.A","            LPG (Mb/d)","6.995897193","7.3","7.6","7.5","7","6.1","5.8","4.8","4.2","3.6","3.1","2.9","2.6","2.6","2.6","2.7","2.9","2.5","2.7","2.6","2.4","2.3","2.2","2.2","2.4","2.3","2.3","2","2","1.6","1.6","1.6","1.5","1.4","NA"
"INTL.8499-2-DNK-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","Djibouti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-DJI-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.2","1","1","1","1","1","1","1","NA","NA"
"INTL.6899-2-DJI-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.2","1","1","1","1","1","1","1","NA","NA"
"INTL.8499-2-DJI-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Dominica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-DMA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0.03169","0.03178","0.03178","0.03178","0.03169","0.03178","0.03178","0.03169","0.03169","0.03178","0.03178","0.0317808219178082","0.0633879781420765","0.0635616438356164","0.0635616438356164","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0635616438356164","0.06356164384","0.06356164384","0.0635616438356164","0.0635616438356164","0.0635616438356164","0.0635616438356164","NA","NA"
"INTL.6899-2-DMA-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0.03169","0.03178","0.03178","0.03178","0.03169","0.03178","0.03178","0.03169","0.03169","0.03178","0.03178","0.0317808219178082","0.0633879781420765","0.0635616438356164","0.0635616438356164","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0635616438356164","0.06356164384","0.06356164384","0.0635616438356164","0.0635616438356164","0.0635616438356164","0.0635616438356164","NA","NA"
"INTL.8499-2-DMA-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Dominican Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-DOM-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","2.4","3.8","3.7","4.1","4.5","5.6","4.2","5.9","9.6","7","11","14","14","17","20","17","17","16","19","21","23","26","34","27","26","24","23","NA","NA"
"INTL.6899-2-DOM-TBPD.A","            LPG (Mb/d)","2.257422938","2.4","2.6","3","3","4.2","2.4","3.8","3.7","4.1","4.5","5.6","4.2","5.9","9.6","7","11","14","14","17","20","17","17","16","19","21","23","26","34","27","26","24","23","NA","NA"
"INTL.8499-2-DOM-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Ecuador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-ECU-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","7","7.6","9.2","10","11","12","14","14","16","18","18","20","17","20","21","22","20","22","22","23","21","32","33","31","33","32","33","NA","NA"
"INTL.6899-2-ECU-TBPD.A","            LPG (Mb/d)","3.009880282","3.4","3.8","4.2","4.9","5.6","7","7.6","9.2","10","11","12","14","14","16","18","18","20","17","20","21","22","20","22","22","23","21","32","33","31","33","32","33","NA","NA"
"INTL.8499-2-ECU-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-EGY-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","14","24","25","27","28","28","32","37","14","16","16","29","33","40","74","78","83","64","70","76","97","125","134","141","140","139","85","NA","NA"
"INTL.6899-2-EGY-TBPD.A","            LPG (Mb/d)","11.49774268","13","14","16","17","19","14","24","25","27","28","28","32","37","14","16","16","29","33","40","74","78","83","64","70","76","97","125","134","141","140","139","85","NA","NA"
"INTL.8499-2-EGY-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","El Salvador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-SLV-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","1","0.9","1.6","1.3","0.9","1.6","1.6","2","2.6","2.2","3.5","3.5","3.7","4.1","4.5","4.7","4","5.6","5.2","5.4","6.7","6.9","7","7.4","7.8","6.7","7.7","NA","NA"
"INTL.6899-2-SLV-TBPD.A","            LPG (Mb/d)","0.812667676","0.8","0.8","0.8","0.9","0.9","1","0.9","1.6","1.3","0.9","1.6","1.6","2","2.6","2.2","3.5","3.5","3.7","4.1","4.5","4.7","4","5.6","5.2","5.4","6.7","6.9","7","7.4","7.8","6.7","7.7","NA","NA"
"INTL.8499-2-SLV-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Equatorial Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-GNQ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0","0","0","0","NA","NA"
"INTL.6899-2-GNQ-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0","0","0","0","NA","NA"
"INTL.8499-2-GNQ-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Eritrea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-ERI-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.2","0.2","0.2","0.04096","0.03178","0.0317808219178082","0.0633879781420765","0.0953424657534247","0.1","0.1","0.2","0.1","0.0953424657534247","0.06356164384","0.09534246576","0.1","0","0.0635616438356164","0.0635616438356164","NA","NA"
"INTL.6899-2-ERI-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.2","0.2","0.2","0.04096","0.03178","0.0317808219178082","0.0633879781420765","0.0953424657534247","0.1","0.1","0.2","0.1","0.0953424657534247","0.06356164384","0.09534246576","0.1","0","0.0635616438356164","0.0635616438356164","NA","NA"
"INTL.8499-2-ERI-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Estonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-EST-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0.4","0.3","0.4","0.3","0.3","0.3","0.3","0.3","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.2","0.3","0.3","NA"
"INTL.6899-2-EST-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0.4","0.3","0.4","0.3","0.3","0.3","0.3","0.3","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.2","0.3","0.3","NA"
"INTL.8499-2-EST-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","Eswatini","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-SWZ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.0264","0.00511","0.025","0.03137","0.0421","0.02799","0.03","0.3","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","NA","NA"
"INTL.6899-2-SWZ-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.0264","0.00511","0.025","0.03137","0.0421","0.02799","0.03","0.3","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","NA","NA"
"INTL.8499-2-SWZ-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Ethiopia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-ETH-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.2","0.2","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.3","0","0","0.09534","0.0317808219178082","0.0316939890710383","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.1","0","0","0","0","0","0","0.2","0.2","NA","NA"
"INTL.6899-2-ETH-TBPD.A","            LPG (Mb/d)","0.120395211","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.3","0","0","0.09534","0.0317808219178082","0.0316939890710383","0.0317808219178082","0.0317808219178082","0.0317808219178082","0.1","0","0","0","0","0","0","0.2","0.2","NA","NA"
"INTL.8499-2-ETH-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Falkland Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-FLK-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-2-FLK-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-2-FLK-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Faroe Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-FRO-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-2-FRO-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-2-FRO-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Fiji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-FJI-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.1","0.2","0.1","0.2","0.2","0.3","0.3","0.3","0.2","0.3","0.3","0.3","0.3","0.2","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.6","0.5","0.5","0.5","0.5","0.5","NA","NA"
"INTL.6899-2-FJI-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.1","0.2","0.1","0.2","0.2","0.3","0.3","0.3","0.2","0.3","0.3","0.3","0.3","0.2","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.6","0.5","0.5","0.5","0.5","0.5","NA","NA"
"INTL.8499-2-FJI-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Finland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-FIN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","3.51258756","4","4.2","4.4","4.5","4.7","5.2","6.5","5.3","4.7","4.8","4.2","4.2","4.1","4.8","4.9","5.3","6","6.5","5.6","11","10","11","11","12","13","12","11","11","9.9","11","12","12","13","NA"
"INTL.6899-2-FIN-TBPD.A","            LPG (Mb/d)","3.51258756","4","4.2","4.4","4.5","4.7","5.2","6.5","5.3","4.7","4.8","4.2","4.2","4.1","4.8","4.9","5.3","6","6.5","5.6","11","10","11","11","12","13","12","11","11","9.9","11","12","12","13","NA"
"INTL.8499-2-FIN-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","Former Czechoslovakia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-CSK-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.6899-2-CSK-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.8499-2-CSK-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"","Former Serbia and Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-SCG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--"
"INTL.6899-2-SCG-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--"
"INTL.8499-2-SCG-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--"
"","Former U.S.S.R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-SUN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","299","272","260","NA","264","265","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.6899-2-SUN-TBPD.A","            LPG (Mb/d)","160.9935901","164","167","170","173","176","299","272","260","NA","264","265","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.8499-2-SUN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"","Former Yugoslavia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-YUG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
